"","year","journal","title","keywords","abstract"
"ISI:000436778500019","2018","MSYSTEMS","Development of the Human Mycobiome over the First Month of Life and   across Body Sites","ITS2; fungi; infant; microbiome; mycobiome CANDIDA-ALBICANS; MOLECULAR-IDENTIFICATION; FUNGAL; MICROBIOTA; AGE;   PARAPSILOSIS; YEASTS; SKIN; SUSCEPTIBILITY; ORTHOPSILOSIS ;","With the advent of next-generation sequencing and microbial community   characterization, we are beginning to understand the key factors that   shape early-life microbial colonization and associated health outcomes.   Studies characterizing infant microbial colonization have focused mostly   on bacteria in the microbiome and have largely neglected fungi (the   mycobiome), despite their relevance to mucosal infections in healthy   infants. In this pilot study, we characterized the skin, oral, and anal   mycobiomes of infants over the first month of life (n = 17) and the anal   and vaginal mycobiomes of mothers (n = 16) by internal transcribed   spacer 2 (ITS2) amplicon sequencing. We found that infant mycobiomes   differed by body site, with the infant mycobiomes at the anal sites   being different from those at the skin and oral sites. The relative   abundances of body site-specific taxa differed by birth mode, with   significantly more Candida albicans fungi present on the skin of   vaginally born infants on day 30 and significantly more Candida   orthopsilosis fungi present in the oral cavity of caesarean section-born   infants throughout the first month of life. We found the mycobiomes   within individual infants to be variable over the first month of life,   and vaginal birth did not result in infant mycobiomes that were more   similar to the mother's vaginal mycobiome. Therefore, although vertical   transmission of specific fungal isolates from mother to infant has been   reported, it is likely that other sources (environment, other   caregivers) also contribute to early-life mycobiome establishment. Thus,   future longitudinal studies of mycobiome and bacterial microbiome   codevelopment, with dense sampling from birth to beyond the first month   of life, are warranted.   IMPORTANCE Humans are colonized by diverse fungi (mycobiome), which have   received much less study to date than colonizing bacteria. We know very   little about the succession of fungal colonization in early life and   whether it may relate to long-term health. To better understand fungal   colonization and its sources, we studied the skin, oral, and anal   mycobiomes of healthy term infants and the vaginal and anal mycobiomes   of their mothers. Generally, infants were colonized by few fungal taxa,   and fungal alpha diversity did not increase over the first month of   life. There was no clear community maturation over the first month of   life, regardless of body site. Key body-site-specific taxa, but not   overall fungal community structures, were impacted by birth mode. Thus,   additional studies to characterize mycobiome acquisition and succession   throughout early life are needed to form a foundation for research into   the relationship between mycobiome development and human disease."
"ISI:000434755000001","2018","FUNGAL DIVERSITY","Biodiversity of fungi on Vitis vinifera L. revealed by traditional and   high-resolution culture-independent approaches","Checklist; Grapevine; Mycobiome; Next generation sequencing; Pathogens;   Saprotrophs BLACK-FOOT DISEASE; GRAPEVINE TRUNK DISEASES; CASTILLA-Y-LEON; ANGULAR   LEAF SCORCH; STONE FRUIT-TREES; 1ST REPORT; SP-NOV;   PHAEOMONIELLA-CHLAMYDOSPORA; BOTRYOSPHAERIA-DOTHIDEA; PETRI DISEASE ;","This study is unique as it compares traditional and high-resolution   culture-independent approaches using the same set of samples to study   the saprotrophic fungi on Vitis vinifera. We identified the saprotrophic   communities of table grape (Red Globe) and wine grape (Carbanate   Gernischet) in China using both traditional and culture-independent   techniques. The traditional approach used direct observations based on   morphology, single spore isolation and phylogenetic analysis yielding 45   taxa which 19 were commonly detected in both cultivars. The same set of   samples were then used for Illumina sequencing which analyzed ITS1   sequence data and detected 226 fungal OTUs, of which 176 and 189 belong   to the cultivars Carbanate Gernischet and Red Globe, respectively. There   were 139 OTUs shared between the two V. vinifera cultivars and 37 and 50   OTUs were specific to Carbanate Gernischet and Red Globe cultivars   respectively. In the Carbanate Gernischet cultivar, Ascomycota accounted   for 77\% of the OTUs and in Red Globe, almost all sequenced were   Ascomycota. The fungal taxa overlap at the genus and species level   between the traditional and culture-independent approach was relatively   low. In the traditional approach we were able to identify the taxa to   species level, while in the culture-independent method we were   frequently able to identify the taxa to family or genus level. This is   remarkable as we used the same set of samples collected in China for   both approaches. We recommend the use of traditional techniques to   accurately identify taxa. Culture-independent method can be used to get   a better understanding about the organisms that are present in a host in   its natural environment. We identified primary and secondary plant   pathogens and endophytes in the saprotrophic fungal communities, which   support previous observations, that dead plant material in grape   vineyards can be the primary sources of disease. Finally, based on   present and previous findings, we provide a worldwide checklist of 905   fungal taxa on Vitis species, which includes their mode of life and   distribution."
"ISI:000428849000004","2018","JOURNAL OF BIOGEOGRAPHY","Seagrass-associated fungal communities follow Wallace's line, but host   genotype does not structure fungal community","biogeography; Coral Triangle; dispersal; Indonesia; ITS; marine fungi;   seagrass; Sunda Shelf; Wallace's line; Wallacea BIODIVERSITY HOTSPOTS; MARINE BIODIVERSITY; TECTONIC EVOLUTION; GENE   FLOW; DIVERSITY; CONSERVATION; MYCOBIOME; INFERENCE; PACIFIC; REEFS ;","Aim: To test whether or not fungal communities associated with the   widespread seagrass, Syringodium isoetifolium can be differentiated on   either side of Wallace's line, a boundary line separating Asian and   Australasian fauna. Additionally, we examine whether host multilocus   genotype predicts fungal community composition.   Location: A total of 77 samples were collected from 14 sampling sites   spanning the Indonesian archipelago.   Methods: We sequenced the fungal ITS1 gene using Illumia MiSeq   technology and used a clustering-free Divisive Amplicon Denoising   Algorithm to infer ribosomal sequence variants. Data were analysed via   non-metric multidimensional scaling, Mantel tests and permutational   multivariate analysis of variance. Binary and quantitative null models   were used to determine whether results significantly deviated from   random. Host genotype was determined by genotyping at 18 microsatellite   loci and standard genetic analysis was performed in the R package APE.   Results: Significant differences in fungal community composition were   detected on either side of Wallace's line (p = <. 001 R-2 = .040). A   significant distance decay of similarity pattern was observed between   ribosomal sequence variants and geographical distance (p = .001 R-2 =   .227) and several fungal ribosomal sequence variants were significantly   associated with sampling sites found either east or west of Wallace's   line.   Main conclusions: Fungi are generally considered to have excellent   dispersal potentials and marine fungi have the potential to disperse far   and wide in an environment that has no obvious barriers to dispersal.   Despite this assumed excellent dispersal potential, we show that fungal   communities on either side of Wallace's line are significantly different   from one another. We speculate that limited dispersal and differences in   habitat type are responsible for the observed pattern. Work examining   biogeographical patterns in marine fungi is still in its infancy and   further research is required to fully understand marine fungal   biogeography."
"ISI:000430907900031","2018","MSPHERE","Investigating Colonization of the Healthy Adult Gastrointestinal Tract   by Fungi","colonization; diet; fungi; gastrointestinal tract; mycobiome; saliva HUMAN GUT MICROBIOME; CANDIDA-ALBICANS; COMMUNITY; DYSBIOSIS; BACTERIA;   DISEASE; DNA; INFLAMMATION; ANTIBIOTICS; RESISTANCE ;","A wide diversity of fungi have been detected in the human   gastrointestinal (GI) tract with the potential to provide or influence   important functions. However, many of the fungi most commonly detected   in stool samples are also present in food or the oral cavity. Therefore,   to recognize which gut fungi are likely to have a sustained influence on   human health, there is a need to separate transient members of the GI   tract from true colonizers. To identify colonizing fungi, the eukaryotic   rRNA operon's second internal transcribed spacer (ITS2) was sequenced   from the stool, saliva, and food of healthy adults following consumption   of different controlled diets. Unlike most bacterial 16S rRNA genes, the   only fungal ITS2 operational taxonomic units (OTUs) detected in stool   DNA across multiple diets were also present in saliva and/or food.   Additional analyses, including culture-based approaches and sequencing   of the 18S rRNA gene, ITS2 cDNA, and DNA extracted using alternative   methods, failed to detect additional fungi. Two abundant fungi,   Saccharomyces cerevisiae and Candida albicans, were examined further in   healthy volunteers. Saccharomyces became undetectable in stool when a S.   cerevisiae-free diet was consumed, and the levels of C. albicans in   stool were dramatically reduced by more frequent cleaning of teeth.   Extremely low fungal abundance, the inability of fungi to grow under   conditions mimicking the distal gut, and evidence from analysis of other   public datasets further support the hypothesis that fungi do not   routinely colonize the GI tracts of healthy adults.   IMPORTANCE We sought to identify the fungi that colonize healthy GI   tracts and that have a sustained influence on the diverse functions of   the gut microbiome. Instead, we found that all fungi in the stool of   healthy volunteers could be explained by their presence in oral and   dietary sources and that our results, together with those from other   analyses, support the model that there is little or no gastrointestinal   colonization by fungi. This may be due to Westernization, primate   evolution, fungal ecology, and/or the strong defenses of a healthy   immune system. Importantly, fungal colonization of the GI tract may   often be indicative of disease. As fungi can cause serious infections in   immunocompromised individuals and are found at increased abundance in   multiple disorders of the GI tract, understanding normal fungal   colonization is essential for proper treatment and prevention of fungal   pathogenesis."
"ISI:000422946000015","2018","MYCOPATHOLOGIA","Fungal and Bacterial Diversity of Airway Microbiota in Adults with   Cystic Fibrosis: Concordance Between Conventional Methods and Ultra-Deep   Sequencing, and Their Practical use in the Clinical Laboratory","Microbiome; Mycobiome; Cystic fibrosis; 16S rDNA; ITS2; UDS ANAEROBIC-BACTERIA; SPUTUM SAMPLES; PATHOGENESIS; INFECTIONS ;","Given the complexity of the airway microbiota in the respiratory tract   of cystic fibrosis (CF) patients, it seems crucial to compile the most   exhaustive and exact list of the microbial communities inhabiting CF   airways. The aim of the present study was to compare the bacterial and   fungal diversity of sputa from adult CF patients during non-exacerbation   period by culture-based and molecular methods, and ultra-deep-sequencing   (UDS). Sputum samples from four CF patients were cultured and analysed   by DNA extractions followed by terminal restriction fragment length   polymorphism analysis through resolution of bacterial ribosomal gene   (rDNA) fragments, and cloning plus sequencing of part of fungal rRNA   genes. These approaches were compared with UDS method targeting 16S rDNA   gene and the internal transcribed spacer (ITS) 2 region of rDNA. A total   of 27 bacterial and 18 fungal genera were detected from the four   patients. Five (18\%) and 3 (16\%) genera were detected by culture for   bacteria and fungi, respectively, 9 (33\%) and 3 (16\%) by first   generation sequencing (FGS) methods, and 26 (96\%) and 18 (100\%) by   UDS. The mean number of genera detected by UDS per patient was   statistically higher than by culture or FGS methods. Patients with   severe airway disease as assessed by standard spirometry exhibited a   reduced fungal and bacterial diversity. UDS approach evaluates more   extensively the diversity of fungal and bacterial flora compared with   cultures. However, it currently remains difficult to routinely use UDS   mainly because of the lack of standardization, and the current cost of   this method."
"ISI:000417558100002","2017","BMC BIOINFORMATICS","CONSTAX: a tool for improved taxonomic resolution of environmental   fungal ITS sequences","taxonomy classifiers; RDP; SINTAX; UPARSE; UNOISE; ITS; mycobiome;   fungal microbiome INTERNAL TRANSCRIBED SPACER; MOLECULAR-IDENTIFICATION; BAYESIAN   CLASSIFIER; DATABASE; ITS1; PIPELINE; SEARCH; UNITE ;","Background: One of the most crucial steps in high-throughput   sequence-based microbiome studies is the taxonomic assignment of   sequences belonging to operational taxonomic units (OTUs). Without   taxonomic classification, functional and biological information of   microbial communities cannot be inferred or interpreted. The internal   transcribed spacer (ITS) region of the ribosomal DNA is the conventional   marker region for fungal community studies. While bioinformatics   pipelines that cluster reads into OTUs have received much attention in   the literature, less attention has been given to the taxonomic   classification of these sequences, upon which biological inference is   dependent.   Results: Here we compare how three common fungal OTU taxonomic   assignment tools (RDP Classifier, UTAX, and SINTAX) handle ITS fungal   sequence data. The classification power, defined as the proportion of   assigned OTUs at a given taxonomic rank, varied among the classifiers.   Classifiers were generally consistent (assignment of the same taxonomy   to a given OTU) across datasets and ranks; a small number of OTUs were   assigned unique classifications across programs. We developed CONSTAX   (CONSensus TAXonomy), a Python tool that compares taxonomic   classifications of the three programs and merges them into an improved   consensus taxonomy. This tool also produces summary classification   outputs that are useful for downstream analyses.   Conclusions: Our results demonstrate that independent taxonomy   assignment tools classify unique members of the fungal community, and   greater classification power is realized by generating consensus   taxonomy of available classifiers with CONSTAX."
"ISI:000416209200001","2017","MICROBIOME","The gut mycobiome of the Human Microbiome Project healthy cohort","Fungi; Microbiota; Microbiome; Fungal microbiome; Fecal microbiome; HMP;   ITS2; There was a high degree o Spacer; Metagenomics HUMAN GASTROINTESTINAL-TRACT; FUNGAL; DIVERSITY; IDENTIFICATION;   POPULATION; BACTERIAL; ALIGNMENT; DISEASE; COLONIZATION; BLASTOCYSTIS ;","Background: Most studies describing the human gut microbiome in healthy   and diseased states have emphasized the bacterial component, but the   fungal microbiome (i.e., the mycobiome) is beginning to gain recognition   as a fundamental part of our microbiome. To date, human gut mycobiome   studies have primarily been disease centric or in small cohorts of   healthy individuals. To contribute to existing knowledge of the human   mycobiome, we investigated the gut mycobiome of the Human Microbiome   Project (HMP) cohort by sequencing the Internal Transcribed Spacer 2   (ITS2) region as well as the 18S rRNA gene.   Results: Three hundred seventeen HMP stool samples were analyzed by ITS2   sequencing. Fecal fungal diversity was significantly lower in comparison   to bacterial diversity. Yeast dominated the samples, comprising eight of   the top 15 most abundant genera. Specifically, fungal communities were   characterized by a high prevalence of Saccharomyces, Malassezia, and   Candida, with S. cerevisiae, M. restricta, and C. albicans operational   taxonomic units (OTUs) present in 96. 8, 88.3, and 80.8\% of samples,   respectively. There was a high degree of inter-and intra-volunteer   variability in fungal communities. However, S. cerevisiae, M. restricta,   and C. albicans OTUs were found in 92.2, 78.3, and 63.6\% of volunteers,   respectively, in all samples donated over an approximately 1-year   period. Metagenomic and 18S rRNA gene sequencing data agreed with ITS2   results; however, ITS2 sequencing provided greater resolution of the   relatively low abundance mycobiome constituents.   Conclusions: Compared to bacterial communities, the human gut mycobiome   is low in diversity and dominated by yeast including Saccharomyces,   Malassezia, and Candida. Both inter-and intra-volunteer variability in   the HMP cohort were high, revealing that unlike bacterial communities,   an individual's mycobiome is no more similar to itself over time than to   another person's. Nonetheless, several fungal species persisted across a   majority of samples, evidence that a core gut mycobiome may exist. ITS2   sequencing data provided greater resolution of the mycobiome membership   compared to metagenomic and 18S rRNA gene sequencing data, suggesting   that it is a more sensitive method for studying the mycobiome of stool   samples."
"ISI:000416998800018","2017","MSPHERE","High-Fat Diet Changes Fungal Microbiomes and Interkingdom Relationships   in the Murine Gut","fungal-bacterial interactions; fungi; high-fat diet; microbiome; obesity INFLAMMATORY-BOWEL-DISEASE; INDUCED OBESITY; BACTERIAL; MICE; DIVERSITY;   IDENTIFICATION; MODULATION; MYCOBIOME; MICROBES; COLITIS ;","Dietary fat intake and shifts in gut bacterial community composition are   associated with the development of obesity. To date, characterization of   microbiota in lean versus obese subjects has been dominated by studies   of gut bacteria. Fungi, recently shown to affect gut inflammation, have   received little study for their role in obesity. We sought to determine   the effects of high-fat diet on fungal and bacterial community   structures in a mouse model using the internal transcribed spacer region   2 (ITS2) of fungal ribosomal DNA (rDNA) and the 16S rRNA genes of   bacteria. Mice fed a high-fat diet had significantly different   abundances of 19 bacterial and 6 fungal taxa than did mice fed standard   chow, with high-fat diet causing similar magnitudes of change in overall   fungal and bacterial microbiome structures. We observed strong and   complex diet-specific coabundance relationships between intra-and   interkingdom microbial pairs and dramatic reductions in the number of   coabundance correlations in mice fed a high-fat diet compared to those   fed standard chow. Furthermore, predicted microbiome functional modules   related to metabolism were significantly less abundant in   high-fat-diet-fed than in standard-chow-fed mice. These results suggest   a role for fungi and interkingdom interactions in the association   between gut microbiomes and obesity.   IMPORTANCE Recent research shows that gut microbes are involved in the   development of obesity, a growing health problem in developed countries   that is linked to increased risk for cardiovascular disease. However,   studies showing links between microbes and metabolism have been limited   to the analysis of bacteria and have ignored the potential contribution   of fungi in metabolic health. This study provides evidence that   ingestion of a high-fat diet is associated with changes to the fungal   (and bacterial) microbiome in a mouse model. In addition, we find that   interkingdom structural and functional relationships exist between fungi   and bacteria within the gut and that these are perturbed by high-fat   diet."
"ISI:000411717300018","2017","MOLECULAR ECOLOGY","ITS1 metabarcoding highlights low specificity of lichen mycobiomes at a   local scale","Chaetothyriales; Dothideomycetes; endolichenic; lichenicolous;   symbiosis; Tremellales LICHENICOLOUS FUNGI; ENDOLICHENIC FUNGI; SEQUENCE DATA; COMMUNITIES;   DIVERSITY; GENUS; REVEALS; SPECIALIZATION; IDENTIFICATION; ALGORITHM ;","As self-supporting and long-living symbiotic structures, lichens provide   a habitat for many other organisms beside the traditionally considered   lichen symbionts - the myco- and the photobionts. The lichen-inhabiting   fungi either develop diagnostic phenotypes or occur asymptomatically.   Because the degree of specificity towards the lichen host is poorly   known, we studied the diversity of these fungi among neighbouring   lichens on rocks in an alpine habitat. Using a sequencing metabarcoding   approach, we show that lichen mycobiomes clearly reflect the overlap of   multiple ecological sets of taxa, which differ in their trophic   association with lichen thalli. The lack of specificity to the lichen   mycobiome is further supported by the lack of community structure   observed using clustering and ordination methods. The communities   encountered across samples largely result from the subsampling of a   shared species pool, in which we identify three major ecological   components: (i) a generalist environmental pool, (ii) a   lichenicolous/endolichenic pool and (iii) a pool of transient species.   These taxa majorly belong to the fungal classes Dothideomycetes,   Eurotiomycetes and Tremellomycetes with close relatives in adjacent   ecological niches. We found no significant evidence that the   phenotypically recognized lichenicolous fungi influence the occurrence   of the other asymptomatic fungi in the host thalli. We claim that   lichens work as suboptimal habitats or as a complex spore and mycelium   bank, which modulate and allow the regeneration of local fungal   communities. By performing an approach that minimizes ambiguities in the   taxonomic assignments of fungi, we present how lichen mycobiomes are   also suitable targets for improving bioinformatic analyses of fungal   metabarcoding."
"ISI:000406853400001","2017","FRONTIERS IN PLANT SCIENCE","Spatiotemporal Variation and Networks in the Mycobiome of the Wheat   Canopy","mycobiome; wheat; Zymoseptoria tritici; Cryptococcus; Sporobolomyces;   cultivar; pathogen; microbiome WINTER-WHEAT; FUNGAL COMMUNITIES; PHYLLOSPHERE; IDENTIFICATION;   ENDOPHYTES; GROWTH; PATHOGENS; PRIMERS; PLANTS ;","The phyllosphere is an important habitat for a diverse microbiome and an   important entry point for many pathogens. Factors that shape the   phyllosphere microbiome and also the co-existence among members and how   they affect disease development are largely understudied. In this study   we examined the wheat mycobiome by using metabarcoding of the fungal   ITS1 region. Leaf samples were taken from four cultivars grown at two   locations in Denmark. Samples were taken from the three uppermost leaves   and at three growth stages to better understand spatiotemporal variation   of the mycobiome. Analysis of read abundances showed that geographical   location had a major effect in shaping the mycobiome in the total   dataset, but also leaf position, growth stage and cultivar were   important drivers of fungal communities. Cultivar was most important in   explaining variation in older leaves whereas location better explained   the variation in younger leaves, suggesting that communities are shaped   over time by the leaf environment. Network analysis revealed negative   co-existence between Zymoseptoria tritici and the yeasts Sporobolomyces,   Dioszegia, and Cystofilobasidiaceae. The relative abundance of Z.   tritici and the yeasts was relatively constant between individual   samples, suggesting that fast growing fungi rapidly occupy empty space   in the phyllosphere."
"ISI:000402011500050","2017","CLINICAL ORAL INVESTIGATIONS","The mycobiome of root canal infections is correlated to the bacteriome","Bacteria; Fungi; Microbiome; Next-generation sequencing; Primary   endodontic infection PERSISTENT ENDODONTIC INFECTIONS; CANDIDA-ALBICANS; MICROBIOME;   IDENTIFICATION; SEQUENCES; DIVERSITY; PRIMERS; FUNGI; TEETH; QPCR ;","Bacterial infection of the root canal system causes apical   periodontitis. Less is known about the role of fungi in these   infections. This study aimed to assess the fungal prevalence, abundance,   and diversity of root canal infections, as well as the relation between   fungi and bacteria present in different parts of the root canal.   Twenty-six teeth with primary apical periodontitis were extracted, split   in apical and coronal root segments, and cryo-pulverized. Bacteriome   profiles of 23 teeth were analyzed based on the V3-V4 hypervariable   region of the 16S ribosomal RNA gene. Mycobiome profiles of six teeth   were analyzed based on the internal transcribed spacer (ITS) 1 or ITS2   region. Samples were sequenced on the Illumina MiSeq platform.   A total of 338 bacterial operational taxonomic units (OTUs), 28 ITS1   OTUs, and 24 ITS2 OTUs were identified. Candida and Malassezia were the   most frequently identified fungi. No differences could be found between   the bacteriome and mycobiome profiles of the apical and coronal root   segments. The bacteriome of fungi-positive root segments contained more   Actinomyces, Bifidobacterium, four different Lactobacillus OTUs,   Propionibacterium, and Streptococcus. A Spearman correlation matrix   between bacteriomes and mycobiomes identified no correlations, but   separate clusters could be observed.   A considerable proportion of the root canal infections contain fungi,   although fungal diversity is limited. However, when fungi are present,   the composition of the bacteriome is clearly different.   Interaction between bacteria and fungi in root canal infections may   complicate the infection and require alternative treatment strategies."
"ISI:000399525200001","2017","FRONTIERS IN MICROBIOLOGY","Characterization of Unexplored Deadwood Mycobiome in Highly Diverse   Subtropical Forests Using Culture-independent Molecular Technique","fungal diversity; subtropical forest; BEF China; pyrosequencing;   ecosystem processes; wood decomposition; abiotic factor; biotic factor WOOD-INHABITING FUNGI; COMMUNITY STRUCTURE; LITTER DECOMPOSITION;   DECAYING LOGS; PICEA-ABIES; LEAF-LITTER; DYNAMICS; BEETLES;   IDENTIFICATION; BIODIVERSITY ;","The deadwood mycobiome, also known as wood-inhabiting fungi (WIF), are   among the key players in wood decomposition, having a large impact on   nutrient cycling in forest soils. However, our knowledge of WIF richness   and distribution patterns in different forest biomes is limited. Here,   we used pyrotag sequencing of the fungal internal transcribed spacer   (ITS2) region to characterize the deadwood mycobiome of two tree species   with greatly different wood characteristics (Schima superba and Pinus   massoniana) in a Chinese subtropical forest ecosystem. Specifically, we   tested (i) the effects of tree species and wood quality properties on   WIF OTU richness and community composition; (ii) the role of biotic and   abiotic factors in shaping the WIF communities; and (iii) the   relationship between WIF OTU richness, community composition and   decomposition rates. Due to different wood chemical properties, we   hypothesized that the WIF communities derived from the two tree species   would be correlated differently with biotic and abiotic factors. Our   results show that deadwood in subtropical forests harbors diverse fungal   communities comprising six ecological functional groups. We found   interesting colonization patterns for this subtropical biome, where   Resinicium spp. were highly detected in both broadleaved and coniferous   deadwood. In addition, the members of Xylariales were frequently found   in Schima. The two deadwood species differed significantly in WIF OTU   richness (Pinus > Schima) and community composition (P < 0.001).   Variations in WIF community composition of both tree species were   significantly explained by wood pH and ecological factors (biotic:   deadwood species, basal area and abiotic: soil pH), but the WIF   communities derived from each tree species correlated differently with   abiotic factors. Interestingly, we found that deadwood decomposition   rate significantly correlated with WIF communities and negatively   correlated with WIF OTU richness. We conclude that the pattern of WIF   OTU richness and community composition are controlled by multiple   interacting biotic and abiotic factors. Overall, our study provides an   in-depth picture of the deadwood mycobiome in this subtropical forest.   Furthermore, by comparing our results to results from temperate and   boreal forests we contribute to a better understanding of patterns of   WIF communities across different biomes and geographic locations."
"ISI:000394040400001","2017","FRONTIERS IN MICROBIOLOGY","Fungal ITS1 Deep-Sequencing Strategies to Reconstruct the Composition of   a 26-Species Community and Evaluation of the Gut Mycobiota of Healthy   Japanese Individuals","mycobiota; fungi; internal transcribed spacer (ITS); high-throughtput   sequencing (HTS); the gut mycobiota in Japanese INTERNAL TRANSCRIBED SPACER; CANDIDA-ALBICANS; HUMAN SKIN; BACTERIAL   MICROBIOTA; PSORIATIC LESIONS; COMMENSAL FUNGI; DISEASES; HOST;   RECOLONIZATION; ENTEROTYPES ;","The study of mycobiota remains relatively unexplored due to the lack of   sufficient available reference strains and databases compared to those   of bacterial microbiome studies. Deep sequencing of Internal Transcribed   Spacer (ITS) regions is the de facto standard for fungal diversity   analysis. However, results are often biased because of the wide variety   of sequence lengths in the ITS regions and the complexity of   high-throughput sequencing (HTS) technologies. In this study, a curated   ITS database, ntF-ITS1, was constructed. This database can be utilized   for the taxonomic assignment of fungal community members. We evaluated   the efficacy of strategies for mycobiome analysis by using this database   and characterizing a mock fungal community consisting of 26 species   representing 15 genera using ITS1 sequencing with three HTS platforms:   Illumina MiSeq (MiSeq), Ion Torrent Personal Genome Machine (IonPGM),   and Pacific Biosciences (PacBio). Our evaluation demonstrated that   PacBio's circular consensus sequencing with greater than 8 full-passes   most accurately reconstructed the composition of the mock community.   Using this strategy for deep-sequencing analysis of the gut mycobiota in   healthy Japanese individuals revealed two major mycobiota types: a   single-species type composed of Candida albicans or Saccharomyces   cerevisiae and a multi-species type. In this study, we proposed the best   possible processing strategies for the three sequencing platforms, of   which, the PacBio platform allowed for the most accurate estimation of   the fungal community. The database and methodology described here   provide critical tools for the emerging field of mycobiome studies."
"ISI:000393949100001","2017","PHYTOTAXA","USING Next-Generation Sequencing (NGS) TO UNCOVER DIVERSITY OF   WOOD-DECAYING FUNGI IN NEOTROPICAL ATLANTIC FORESTS","fungal metabarcoding; rainforest; seasonal tropical forest;   lignocellulosic residues INTERNAL TRANSCRIBED SPACER; REGION; PARADIGM; ECOLOGY; ENZYMES; GENUS;   ITS1; RDNA ;","A targeted amplicon-based metagenomics approach (metabarcoding) provides   detailed access to the diversity of the mycobiome in any substrate in   distinct environments on Earth. Fungi are the main decomposers of   lignocellulosic woody debris in terrestrial forested ecosystems,   contributing significantly to the global carbon cycle. The main   objectives of this study were to assess the fungal taxonomic diversity   in fallen woody debris samples from two Neotropical forest fragments   (rainforest and seasonal forest), to analyze the qualitative and   quantitative components of the taxonomic diversity, and to investigate   the functional diversity of the ecological groups detected. Our study   comprised three main methodological steps: (i) sampling in the field;   (ii) extraction of DNA, amplification of targeted segments and massively   parallel sequencing; and (iii) data analysis and interpretation. A total   of 110 molecular operational taxonomic units showing sequence similarity   of 95\% or more across the two collection sites using two DNA   metabarcoding markers (ITS1 and ITS2) were assigned to putative fungal   genera in 59 families, 27 orders, and 3 phyla. The number of putative   fungal genera and the relative abundance of reads for each genus are   higher in the tropical rainforest site than in the tropical seasonal   forest site. Most of the identified genera are ligninolytic and   cellulolytic and/or hemicellulolytic Basidiomycota (Agaricomycetes) and   Ascomycota (Sordariomycetes), but ``sugar fungi'' and fungi associated   with plants and detritivorous insects were also detected. This is the   first study using NGS as a rapid and large-scale useful strategy to   uncover the diversity of wood-decaying fungi in tropical forests."
"ISI:000393875400037","2017","NEW PHYTOLOGIST","Fungal diversity and seasonal succession in ash leaves infected by the   invasive ascomycete Hymenoscyphus fraxineus","ash dieback; Hymenoscyphus fraxineus; indigenous fungi; internal   transcribed spacer (ITS); invasive pathogens; metabarcoding MICROBIAL COMMUNITIES; DIEBACK; EXCELSIOR; PSEUDOALBIDUS; ITS2; DNA;   IDENTIFICATION; COLONIZATION; PRESSURE; PRIMERS ;","High biodiversity is regarded as a barrier against biological invasions.   We hypothesized that the invasion success of the pathogenic ascomycete   Hymenoscyphus fraxineus threatening common ash in Europe relates to   differences in dispersal and colonization success between the invader   and the diverse native competitors. Ash leaf mycobiome was monitored by   high-throughput sequencing of the fungal internal transcribed spacer   region (ITS) and quantitative PCR profiling of H.fraxineus DNA.   Initiation of ascospore production by H.fraxineus after overwintering   was followed by pathogen accumulation in asymptomatic leaves. The   induction of necrotic leaf lesions coincided with escalation of   H.fraxineus DNA levels and changes in proportion of biotrophs, followed   by an increase of ubiquitous endophytes with pathogenic   potential.H.fraxineus uses high propagule pressure to establish in   leaves as quiescent thalli that switch to pathogenic mode once these   thalli reach a certain threshold - the massive feedback from the   saprophytic phase enables this fungus to challenge host defenses and the   resident competitors in mid-season when their density in host tissues is   still low. Despite the general correspondence between the ITS-1 and   ITS-2 datasets, marker biases were observed, which suggests that   multiple barcodes provide better overall representation of mycobiomes."
"ISI:000400164600010","2017","VIRULENCE","Mining the oral mycobiome: Methods, components, and meaning","internal transcribed spacer; ITS1; microbiome; mycobiome; oral fungi;   saliva OPPORTUNISTIC FUNGAL PATHOGEN; CANDIDA-ALBICANS; INTRAORAL DISTRIBUTION;   RIBOSOMAL DNA; PHYLOGENETIC CLASSIFICATION; MOLECULAR EPIDEMIOLOGY;   TOPOGRAPHIC DIVERSITY; DENTURE STOMATITIS; ROOT CANALS; YEAST ;","Research on oral fungi has centered on Candida. However, recent internal   transcribed spacer (ITS)-based studies revealed a vast number of fungal   taxa as potential oral residents. We review DNA-based studies of the   oral mycobiome and contrast them with cultivation-based surveys, showing   that most genera encountered by cultivation have also been detected   molecularly. Some taxa such as Malassezia, however, appear in high   prevalence and abundance in molecular studies but have not been   cultivated. Important technical and bioinformatic challenges to   ITS-based oral mycobiome studies are discussed. These include   optimization of sample lysis, variability in length of ITS amplicons,   high intra-species ITS sequence variability, high inter-species   variability in ITS copy number and challenges in nomenclature and   maintenance of curated reference databases. Molecular surveys are   powerful first steps to characterize the oral mycobiome but further   research is needed to unravel which fungi detected by DNA are true oral   residents and what role they play in oral homeostasis."
