"","year","journal","title","keywords","abstract"
"ISI:000431337000001","2018","MICROBIOME","A microorganisms' journey between plant generations","Clonal plants; Microbiota; 16S/18SrRNA; Vertical transmission;   Microorganisms dispersal RHIZOSPHERE MICROBIOME; CLONAL INTEGRATION; EXPLOITATION; EVOLUTION;   SOIL; EXPLORATION; PLASTICITY; DIVERSITY; NETWORKS; DEFENSE ;","Background: Plants are colonized by a great diversity of microorganisms   which form a microbiota and perform additional functions for their host.   This microbiota can thus be considered a toolbox enabling plants to   buffer local environmental changes, with a positive influence on plant   fitness. In this context, the transmission of the microbiota to the   progeny represent a way to ensure the presence of beneficial symbionts   within the habitat. Examples of such transmission have been mainly   described for seed transmission and concern a few pathogenic   microorganisms. We investigated the transmission of symbiotic partners   to plant progeny within clonal plant network.   Methods: We used the clonal plant Glechoma hederacea as plant model and   forced newly emitted clonal progeny to root in separated pots while   controlling the presence of microorganisms. We used an amplicon   sequencing approach of 16S and 18S rRNA targeting bacteria/archaea and   fungi respectively to describe the root microbiota of mother and   clonal-plant offspring.   Results: We demonstrated the vertical transmission of a significant   proportion of the mother plants' symbiotic bacteria and fungi to the   daughters. Interestingly, archaea were not transmitted to the daughter   plants. Transmitted communities had lower richness, suggesting a   filtration during transmission. We found that the transmitted pool of   microorganisms was similar among daughters, constituting the   heritability of a specific cohort of microorganisms, opening a new   understanding of the plant holobiont. We also found significant effects   of distance to the mother plant and of growth time on the richness of   the microbiota transmitted.   Conclusions: In this clonal plant, microorganisms are transmitted   between individuals through connections, thereby ensuring the   availability of microbe partners for the newborn plants as well as the   dispersion between hosts for the microorganisms. This previously   undescribed ecological process allows the dispersal of microorganisms in   space and across plant generations. As the vast majority of plants are   clonal, this process might be therefore a strong driver of ecosystem   functioning and assembly of plant and microorganism communities in a   wide range of ecosystems."
"ISI:000431667800014","2018","MOLECULAR ECOLOGY","Nematode-associated microbial taxa do not correlate with host phylogeny,   geographic region or feeding morphology in marine sediment habitats","16S rRNA; 18S rRNA; feeding ecology; host-associated microbiome; marine   nematodes; metabarcoding SKIN MICROBIOME; SP NOV.; DIVERSITY; GENUS; ECOLOGY; COMMUNITY; HEALTH;   PREY; DNA; SEQUENCES ;","Studies of host-associated microbes are critical for advancing our   understanding of ecology and evolution across diverse taxa and   ecosystems. Nematode worms are ubiquitous across most habitats on earth,   yet little is known about host-associated microbial assemblages within   the phylum. Free-living nematodes are globally abundant and diverse in   marine sediments, with species exhibiting distinct buccal cavity (mouth)   morphologies that are thought to play an important role in feeding   ecology and life history strategies. Here, we investigated patterns in   marine nematode microbiomes, by characterizing host-associated microbial   taxa in 281 worms isolated from a range of habitat types (deep-sea,   shallow water, methane seeps, Lophelia coral mounds, kelp holdfasts)   across three distinct geographic regions (Arctic, Southern California   and Gulf of Mexico). Microbiome profiles were generated from single   worms spanning 33 distinct morphological genera, using a two-gene   metabarcoding approach to amplify the V4 region of the 16S ribosomal RNA   (rRNA) gene targeting bacteria/archaea and the V1-V2 region of the 18S   rRNA gene targeting microbial eukaryotes. Contrary to our expectations,   nematode microbiome profiles demonstrated no distinct patterns either   globally (across depths and ocean basins) or locally (within site);   prokaryotic and eukaryotic microbial assemblages did not correlate with   nematode feeding morphology, host phylogeny or morphological identity,   ocean region or marine habitat type. However, fine-scale analysis of   nematode microbiomes revealed a variety of novel ecological   interactions, including putative parasites and symbionts, and potential   associations with bacterial/archaeal taxa involved in nitrogen and   methane cycling. Our results suggest that in marine habitats,   free-living nematodes may utilize diverse and generalist foraging   strategies that are not correlated with host genotype or feeding   morphology. Furthermore, some abiotic factors such as geographic region   and habitat type do not appear to play an obvious role in structuring   host-microbe associations or feeding preferences."
"ISI:000428873100014","2018","MICROBES AND ENVIRONMENTS","Eukaryotic Microbiomes of Membrane-Attached Biofilms in Membrane   Bioreactors Analyzed by High-Throughput Sequencing and Microscopic   Observations","Membrane bioreactor; Eukaryotic microbiome; Biofilm; Biofouling;   High-throughput sequencing WASTE-WATER TREATMENT; RIBOSOMAL-RNA; COMMUNITY STRUCTURE; SCALE;   DIVERSITY; SLUDGE; SILVA; MBR ;","Limited information is currently available on the contribution of   eukarvotes to the reactor performance of membrane bioreactors (MBRs).   Using high-throughput Illumina sequencing of 18S rRNA genes and   microscopic observations, we investigated eukaryotic microbiomes in   membrane-attached biofilms in MBRs treating piggery wastewater. Protozoa   preying on bacteria were frequently detected under stable conditions   when membrane clogging was suppressed. However. the eukaryotes preying   upon protozoa became predominant in biofilms when membrane fouling   rapidly progressed. We herein demonstrated that a comprehensive in   estigation of eukaryotic microbiomes using high-throughput sequencing   contributes to a better understanding of the microbial ecology involved   in wastewater treatment."
"ISI:000426271500043","2018","JOURNAL OF DAIRY SCIENCE","Short communication: Signs of host genetic regulation in the microbiome   composition in 2 dairy breeds: Holstein and Brown Swiss","genomic; Holstein; microbiome; metagenome RUMINAL BACTERIAL COMMUNITY; FEED-EFFICIENCY; RIBOSOMAL-RNA; GUT   MICROBIOME; RUMEN; FERMENTATION; PREVOTELLA; DEFINITION; EMISSIONS;   SEQUENCES ;","This study aimed to evaluate whether the host genotype exerts any   genetic control on the microbiome composition of the rumen in cattle.   Microbial DNA was extracted from 18 samples of ruminal content from 2   breeds (Holstein and Brown Swiss). Reads were processed using mothur   (https://www.mothur.org/)in 16S and 18S rRNA gene-based analyses. Then,   reads were classified at the genus clade, resulting in 3,579 operational   taxonomic units (OTU) aligned against the 16S database and 184 OTU   aligned against the 18S database. After filtering on relative abundance   (>0.1\%) and penetrance (95\%), 25 OTU were selected for the analyses   (17 bacteria, 1 archaea, and 7 ciliates). Association with the genetic   background of the host animal based on the principal components of a   genomic relationship matrix based on single nucleotide polymorphism   markers was analyzed using Bayesian methods. Fifty percent of the   bacteria and archaea genera were associated with the host genetic   background, including Butyrivibrio, Prevotella, Paraprevotella, and   Methanobrevibacter as main genera. Forty-three percent of the ciliates   analyzed were also associated with the genetic background of the host.   In total, 48\% of microbes were associated with the host genetic   background. The results in this study support the hypothesis and provide   some evidence that there exists a host genetic component in cattle that   can partially regulate the composition of the microbiome."
"ISI:000430907900031","2018","MSPHERE","Investigating Colonization of the Healthy Adult Gastrointestinal Tract   by Fungi","colonization; diet; fungi; gastrointestinal tract; mycobiome; saliva HUMAN GUT MICROBIOME; CANDIDA-ALBICANS; COMMUNITY; DYSBIOSIS; BACTERIA;   DISEASE; DNA; INFLAMMATION; ANTIBIOTICS; RESISTANCE ;","A wide diversity of fungi have been detected in the human   gastrointestinal (GI) tract with the potential to provide or influence   important functions. However, many of the fungi most commonly detected   in stool samples are also present in food or the oral cavity. Therefore,   to recognize which gut fungi are likely to have a sustained influence on   human health, there is a need to separate transient members of the GI   tract from true colonizers. To identify colonizing fungi, the eukaryotic   rRNA operon's second internal transcribed spacer (ITS2) was sequenced   from the stool, saliva, and food of healthy adults following consumption   of different controlled diets. Unlike most bacterial 16S rRNA genes, the   only fungal ITS2 operational taxonomic units (OTUs) detected in stool   DNA across multiple diets were also present in saliva and/or food.   Additional analyses, including culture-based approaches and sequencing   of the 18S rRNA gene, ITS2 cDNA, and DNA extracted using alternative   methods, failed to detect additional fungi. Two abundant fungi,   Saccharomyces cerevisiae and Candida albicans, were examined further in   healthy volunteers. Saccharomyces became undetectable in stool when a S.   cerevisiae-free diet was consumed, and the levels of C. albicans in   stool were dramatically reduced by more frequent cleaning of teeth.   Extremely low fungal abundance, the inability of fungi to grow under   conditions mimicking the distal gut, and evidence from analysis of other   public datasets further support the hypothesis that fungi do not   routinely colonize the GI tracts of healthy adults.   IMPORTANCE We sought to identify the fungi that colonize healthy GI   tracts and that have a sustained influence on the diverse functions of   the gut microbiome. Instead, we found that all fungi in the stool of   healthy volunteers could be explained by their presence in oral and   dietary sources and that our results, together with those from other   analyses, support the model that there is little or no gastrointestinal   colonization by fungi. This may be due to Westernization, primate   evolution, fungal ecology, and/or the strong defenses of a healthy   immune system. Importantly, fungal colonization of the GI tract may   often be indicative of disease. As fungi can cause serious infections in   immunocompromised individuals and are found at increased abundance in   multiple disorders of the GI tract, understanding normal fungal   colonization is essential for proper treatment and prevention of fungal   pathogenesis."
"ISI:000426758000008","2018","INTERNATIONAL JOURNAL OF PLANT SCIENCES","Microscopic and Metagenomic Analyses of Peltigera ponojensis   (Peltigerales, Ascomycota)","fungi; cyanolichen; metagenome; microbiome; Nostoc; Peltigera LICHEN-ASSOCIATED BACTERIA; COMMUNITY; REVEALS; CYANOBACTERIAL;   MICROBIOME; DIVERSITY; FEATURES; GENOMES; CANINA; NOSTOC ;","Premise of research.Recent high-throughput molecular analyses indicate   that lichen consortia include bacterial communities, but these are not   always characterized at the generic taxonomic level, a process that can   indicate microbial functions. Further, the eukaryotic components of   lichens and spatial relationships among lichen microbiota are   incompletely understood. To provide such information, we acquired new   shotgun metagenomic sequence data for use with microscopy to focus on   prokaryotic and eukaryotic genera of a Peltigera ponojensis   microbiome.Methodology.16S, 23S, 18S, and 28S rDNA sequences filtered   from deep shotgun metagenomic Illumina and long-read Roche 454   metagenomic sequence data were employed with the SILVAngs analytic   pipeline to infer generic diversity, and lichen microbiota were imaged   with light and scanning electron microscopy.Pivotal results.Correlative   microscopy indicated the presence of morphologically diverse microbes on   upper and lower lichen surfaces, and putative bacteria were observed   within the photobiont zone. Sphingomonas, Methylobacterium, and Nostoc   were the most abundant of similar to 50 relatively abundant bacterial   genera, those inferred to occur in 100 16S and/or 23S rDNA reads. More   than 140 additional prokaryotic genera were detected in 10 reads.   Sequences classifying with eukaryotic representatives of Rhizaria,   Amoebozoa, Alveolata, Metazoa, and Viridiplantae were detected in 10 18S   and/or 28S rDNA reads. The most abundant protist was the rhizarian   Protaspa (=Protaspis), indicated by >100 28S rDNA reads. More than 9000   18S rDNA reads classified with Peltigera and >1000 with Solorina; 10   additional ascomycete genera and two basidomycete genera were detected   at >10 reads.Conclusions.Molecular inference of a core of nonoxygenic   bacterial genera common to P. ponojensis and free-living Nostoc   microbiomes suggests that some functionally significant cyanolichen   microbiota may derive from those of ancestral free-living cyanobacteria,   possibly indicating an early step in the evolution of cyanolichen   microbiomes. A surprising diversity of microbiome eukaryotes suggested   that lichens may serve as a habitat for such organisms."
"ISI:000427518700050","2018","GENES","Microbiome Data Accurately Predicts the Postmortem Interval Using Random   Forest Regression Models","postmortem interval; microbiome; decomposition; Random Forest regression TIME ;","Death investigations often include an effort to establish the postmortem   interval (PMI) in cases in which the time of death is uncertain. The   postmortem interval can lead to the identification of the deceased and   the validation of witness statements and suspect alibis. Recent research   has demonstrated that microbes provide an accurate clock that starts at   death and relies on ecological change in the microbial communities that   normally inhabit a body and its surrounding environment. Here, we   explore how to build the most robust Random Forest regression models for   prediction of PMI by testing models built on different sample types   (gravesoil, skin of the torso, skin of the head), gene markers (16S   ribosomal RNA (rRNA), 18S rRNA, internal transcribed spacer regions   (ITS)), and taxonomic levels (sequence variants, species, genus, etc.).   We also tested whether particular suites of indicator microbes were   informative across different datasets. Generally, results indicate that   the most accurate models for predicting PMI were built using gravesoil   and skin data using the 16S rRNA genetic marker at the taxonomic level   of phyla. Additionally, several phyla consistently contributed highly to   model accuracy and may be candidate indicators of PMI."
"ISI:000423150500002","2018","PEERJ","Eukaryotes in the gut microbiota in myalgic encephalomyelitis/chronic   fatigue syndrome","Microbiome; Fungi; 18S; Eukaryotic; Inflammation; Sequencing; Diversity;   ME/CFS; Fecal; Gastrointestinal HUMAN GASTROINTESTINAL-TRACT; INFLAMMATORY-BOWEL-DISEASE; INTESTINAL   MICROBIOTA; BACTERIAL MICROBIOTA; CANDIDA-ALBICANS; COMMENSAL FUNGI;   DIVERSITY; ME/CFS; BLASTOCYSTIS; ACTIVATION ;","Patients with myalgic encephalomyelitis/chronic fatigue syndrome   (ME/CPS) often suffer from gastrointestinal symptoms'and many are   diagnosed with irritable bowel syndrome (IBS). Previous studies,   including from our laboratory, have demonstrated that the ME/CFS gut   bacterial composition is altered and less diverse when compared to   healthy individuals. Patients have increased biomarkers of inflammation   and leaky gut syndrome. To further investigate dysbiosis in the ME/CFS   gut microbiome, we sought to characterize the eukaryotes present in the   gut of 49 individuals with MEICFS and 39 healthy controls. Using 18S   rRNA sequencing, we have identified eukaryotes in stool samples of 17   healthy individuals and 17 ME/CFS patients. Our analysis demonstrates a   small, nonsignificant decrease in eukaryotic diversity in ME/CFS   patients compared to healthy individuals. In addition, ME/CFS patients   show a nonsignificant increase in the ratio of fungal phyla   Basidiomycota to Ascomycota, which is consistent with ongoing   inflammation in ME/CFS. We did not identify specific eukaryotic taxa   that are associated with ME/CFS disease status."
"ISI:000419236600004","2018","PARASITES \& VECTORS","Recent insights into the tick microbiome gained through next-generation   sequencing","Ticks; Microbiome; Next-generation sequencing; Bacteria; Protozoa;   Viruses 18S RIBOSOMAL-RNA; LONE STAR TICK; BORNE PATHOGENS; GUT MICROBIOTA;   IXODES TICKS; AMBLYOMMA-AMERICANUM; BACTERIAL COMMUNITY; HARD TICK;   DIVERSITY; FEVER ;","The tick microbiome comprises communities of microorganisms, including   viruses, bacteria and eukaryotes, and is being elucidated through modern   molecular techniques. The advent of next-generation sequencing (NGS)   technologies has enabled the genes and genomes within these microbial   communities to be explored in a rapid and cost-effective manner. The   advantages of using NGS to investigate microbiomes surpass the   traditional non-molecular methods that are limited in their sensitivity,   and conventional molecular approaches that are limited in their   scalability. In recent years the number of studies using NGS to   investigate the microbial diversity and composition of ticks has   expanded. Here, we provide a review of NGS strategies for tick   microbiome studies and discuss the recent findings from tick NGS   investigations, including the bacterial diversity and composition,   influential factors, and implications of the tick microbiome."
"ISI:000419784100003","2018","ENVIRONMENTAL MICROBIOLOGY","Protists are an integral part of the Arabidopsis thaliana microbiome"," BACTERIAL COMMUNITY COMPOSITION; RHIZARIA CERCOZOA; RHIZOSPHERE   MICROBIOME; OOMYCETE COMMUNITIES; NAKED FILOSE; GEN. NOV; SOIL;   DIVERSITY; PROTOZOA; GLISSOMONADIDA ;","Although protists occupy a vast range of habitats and are known to   interact with plants among other things via disease suppression,   competition or growth stimulation, their contributions to the   ``phytobiome' are not well described. To contribute to a more   comprehensive picture of the plant holobiont, we examined cercozoan and   oomycete taxa living in association with the model plant Arabidopsis   thaliana grown in two different soils. Soil, roots, leaves and wooden   toothpicks were analysed before and after surface sterilization.   Cercozoa were identified using 18S rRNA gene metabarcoding, whereas the   Internal Transcribed Spacer 1 was used to determine oomycetes.   Subsequent analyses revealed strong spatial structuring of protist   communities between compartments, although oomycetes appeared more   specialized than Cercozoa. With regards to oomycetes, only members of   the Peronosporales and taxa belonging to the genus Globisporangium were   identified as shared members of the A. thaliana microbiome. This also   applied to cercozoan taxa belonging to the Glissomonadida and   Cercomonadida. We identified a strong influence by edaphic factors on   the rhizosphere, but not for the phyllosphere. Distinct differences of   Cercozoa found preferably in wood or fresh plant material imply specific   niche adaptations. Our results highlight the importance of   micro-eukaryotes for the plant holobiont."
"ISI:000419963500016","2018","MOVEMENT DISORDERS","The Nasal and Gut Microbiome in Parkinson's Disease and Idiopathic Rapid   Eye Movement Sleep Behavior Disorder","PD; RBD; nonmotor phenotype; 16S rRNA gene amplicon sequencing; genome   reconstructions METHYLAMINO-L-ALANINE; GERMAN VERSION; GENE-CLUSTER; ANATOXIN-A;   NONMOTOR; BMAA; PROGRESSION; SIGNATURES; PATHOLOGY; SAMPLE ;","Background: Increasing evidence connects the gut microbiota and the   onset and/or phenotype of Parkinson's disease (PD). Differences in the   abundances of specific bacterial taxa have been reported in PD patients.   It is, however, unknown whether these differences can be observed in   individuals at high risk, for example, with idiopathic rapid eye   movement sleep behavior disorder, a prodromal condition of-synuclein   aggregation disorders including PD.   Objectives: To compare microbiota in carefully preserved nasal wash and   stool samples of subjects with idiopathic rapid eye movement sleep   behavior disorder, manifest PD, and healthy individuals.   Methods: Microbiota of flash-frozen stool and nasal wash samples from 76   PD patients, 21 idiopathic rapid eye movement sleep behavior disorder   patients, and 78 healthy controls were assessed by 16S and 18S ribosomal   RNA amplicon sequencing. Seventy variables, related to demographics,   clinical parameters including nonmotor symptoms, and sample processing,   were analyzed in relation to microbiome variability and controlled   differential analyses were performed.   Results: Differentially abundant gut microbes, such as Akkermansia, were   observed in PD, but no strong differences in nasal microbiota. Eighty   percent of the differential gut microbes in PD versus healthy controls   showed similar trends in idiopathic rapid eye movement sleep behavior   disorder, for example, Anaerotruncus and several Bacteroides spp., and   correlated with nonmotor symptoms. Metagenomic sequencing of select   samples enabled the reconstruction of genomes of so far uncharacterized   differentially abundant organisms.   Conclusion: Our study reveals differential abundances of gut microbial   taxa in PD and its prodrome idiopathic rapid eye movement sleep behavior   disorder in comparison to the healthy controls, and highlights the   potential of metagenomics to identify and characterize microbial taxa,   which are enriched or depleted in PD and/or idiopathic rapid eye   movement sleep behavior disorder. (C) 2017 The Authors. Movement   Disorders published by Wiley Periodicals, Inc. on behalf of   International Parkinson and Movement Disorder Society."
"ISI:000434166600003","2018","AIMS MICROBIOLOGY","Metatranscriptomics profile of the gill microbial community during   Bathymodiolus azoricus aquarium acclimatization at atmospheric pressure","Bathymodiolus azoricus; long term acclimatization; metatranscriptome;   RNA-seq; host-microbe interactions; symbionts; hydrothermal vent MID-ATLANTIC RIDGE; DUAL SYMBIOSIS; VENT; EXPRESSION; BACTERIA;   TRANSCRIPTOME; PHAGOCYTOSIS; DIVERSITY; BIVALVES; INHABIT ;","Background: The deep-sea mussels Bathymodiolus azoricus (Bivalvia:   Mytilidae) are the dominant macrofauna subsisting at the hydrothermal   vents site Menez Gwen in the Mid-Atlantic Ridge (MAR). Their adaptive   success in such challenging environments is largely due to their gill   symbiotic association with chemosynthetic bacteria. We examined the   response of vent mussels as they adapt to sea-level environmental   conditions, through an assessment of the relative abundance of   host-symbiont related RNA transcripts to better understand how the gill   microbiome may drive host-symbiont interactions in vent mussels during   hypothetical venting inactivity. Results: The metatranscriptome of B.   azoricus was sequenced from gill tissues sampled at different   time-points during a five-week acclimatization experiment, using   Next-Generation-Sequencing.After Illumina sequencing, a total of   181,985,262 paired-end reads of 150 bp were generated with an average of   16,544,115 read per sample. Metatranscriptome analysis confirmed that   experimental acclimatization in aquaria accounted for global gill   transcript variation. Additionally, the analysis of 16S and 18S rRNA   sequences data allowed for a comprehensive characterization of   host-symbiont interactions, which included the gradual loss of gill   endosymbionts and signaling pathways, associated with stress responses   and energy metabolism, under experimental acclimatization. Dominant   active transcripts were assigned to the following KEGG categories:   ``Ribosome'', ``Oxidative phosphorylation'' and ``Chaperones and   folding catalysts'' suggesting specific metabolic responses to   physiological adaptations in aquarium environment. Conclusions: Gill   metagenomics analyses highlighted microbial diversity shifts and a clear   pattern of varying mRNA transcript abundancies and expression during   acclimatization to aquarium conditions which indicate change in   bacterial community activity. This approach holds potential for the   discovery of new host-symbiont associations, evidencing new functional   transcripts and a clearer picture of methane metabolism during loss of   endosymbionts. Towards the end of acclimatization, we observed trends in   three major functional subsystems, as evidenced by an increment of   transcripts related to genetic information processes; the decrease of   chaperone and folding catalysts and oxidative phosphorylation   transcripts; but no change in transcripts of gluconeogenesis and   co-factors-vitamins."
"ISI:000432007400327","2018","JOURNAL OF INVESTIGATIVE MEDICINE","ANALYSIS OF THE EUKARYAL MICROBIOME OF THE LUNG BY 18S RIBOSOMAL RNA IN   CYSTIC FIBROSIS PATIENTS","  ;",""
"ISI:000418266600001","2017","FRONTIERS IN MICROBIOLOGY","Differential Ecological Specificity of Protist and Bacterial Microbiomes   across a Set of Termite Species","termite; 16S rRNA gene sequencing; 18SrRNA gene sequencing; microbial   ecology; evolution; host andmicrobe; symbiosis LACTIC-ACID BACTERIA; GUT MICROBIOTA; COMMUNITY STRUCTURE;   RETICULITERMES-FLAVIPES; PHYLOGENETIC DIVERSITY; FLAGELLATED PROTISTS;   BETA-DIVERSITY; RIBOSOMAL-RNA; WOOD; KALOTERMITIDAE ;","The gut microbiome of lower termites comprises protists and bacteria   that help these insects to digest cellulose and to thrive on wood. The   composition of the termite gut microbiome correlates with phylogenetic   distance of the animal host and host ecology (diet) in termites   collected from their natural environment. However, carryover of   transient microbes from host collection sites are an experimental   concern and might contribute to the ecological imprints on the termite   gut microbiome. Here, we set out to test whether an ecological imprint   on the termite gut microbiome remains, when focusing on the persistent   microbiome. Therefore, we kept five termite species under strictly   controlled dietary conditions and subsequently profiled their protist   and bacterial gut microbial communities using 18S and 16S rRNA gene   amplicon sequencing. The species differed in their ecology; while three   of the investigated species were wood-dwellers that feed on the piece of   wood they live in and never leave except for the mating flight, the   other two species were foragers that regularly leave their nests to   forage for food. Despite these prominent ecological differences, protist   microbiome structure aligned with phylogenetic relatedness of termite   host species. Conversely, bacterial communities seemed more flexible,   suggesting that microbiome structure aligned more strongly with the   foraging and wood-dwelling ecologies. Interestingly, protist and   bacterial community alpha-diversity correlated, suggesting either   putative interactions between protists and bacteria, or that both types   of microbes in the termite gut follow shared structuring principles.   Taken together, our results add to the notion that bacterial communities   are more variable over evolutionary time than protist communities and   might react more flexibly to changes in host ecology."
"ISI:000417462600001","2017","FRONTIERS IN MICROBIOLOGY","Composition of Micro-eukaryotes on the Skin of the Cascades Frog (Rana   cascadae) and Patterns of Correlation between Skin Microbes and   Batrachochytrium dendrobatidis","microbiome; micro-eukaryote; network; skin; Rana cascadae;   Batrachochytrium dendrobatidis; Cascades frog BIOLOGICAL-CONTROL; KLAMATH MOUNTAINS; CHYTRIDIOMYCOSIS; BACTERIAL;   DIVERSITY; FUNGUS; COMMUNITIES; CALIFORNIA; PROBIOTICS; SELECTION ;","Global amphibian decline linked to fungal pathogens has galvanized   research on applied amphibian conservation. Skin-associated bacterial   communities of amphibians have been shown to mediate fungal skin   infections and the development of probiotic treatments with antifungal   bacteria has become an emergent area of research. While exploring the   role of protective bacteria has been a primary focus for amphibian   conservation, we aim to expand and study the other microbes present in   amphibian skin communities including fungi and other micro-eukaryotes.   Here, we characterize skin-associated bacteria and micro-eukaryotic   diversity found across life stages of Cascades frog (Rana cascadae) and   their associated aquatic environments using culture independent 16S and   18S rRNA marker-gene sequencing. Individuals of various life stages of   Cascades frogs were sampled from a population located in the Trinity   Alps in Northern California during an epidemic of the chytrid fungus,   Batrachochytrium dendrobatidis. We filtered the bacterial sequences   against a published database of bacteria known to inhibit B.   dendrobatidis in co-culture to estimate the proportion of the skin   bacterial community that is likely to provide defense against B.   dendrobatidis. Tadpoles had a significantly higher proportion of B.   dendrobatidis-inhibitory bacterial sequence matches relative to subadult   and adult Cascades frogs. We applied a network analysis to examine   patterns of correlation between bacterial taxa and B. dendrobatidis, as   well as micro-eukaryotic taxa and B. dendrobatidis. Combined with the   published database of bacteria known to inhibit B. dendrobatidis, we   used the network analysis to identify bacteria that negatively   correlated with B. dendrobatidis and thus could be good probiotic   candidates in the Cascades frog system."
"ISI:000416209200001","2017","MICROBIOME","The gut mycobiome of the Human Microbiome Project healthy cohort","Fungi; Microbiota; Microbiome; Fungal microbiome; Fecal microbiome; HMP;   ITS2; There was a high degree o Spacer; Metagenomics HUMAN GASTROINTESTINAL-TRACT; FUNGAL; DIVERSITY; IDENTIFICATION;   POPULATION; BACTERIAL; ALIGNMENT; DISEASE; COLONIZATION; BLASTOCYSTIS ;","Background: Most studies describing the human gut microbiome in healthy   and diseased states have emphasized the bacterial component, but the   fungal microbiome (i.e., the mycobiome) is beginning to gain recognition   as a fundamental part of our microbiome. To date, human gut mycobiome   studies have primarily been disease centric or in small cohorts of   healthy individuals. To contribute to existing knowledge of the human   mycobiome, we investigated the gut mycobiome of the Human Microbiome   Project (HMP) cohort by sequencing the Internal Transcribed Spacer 2   (ITS2) region as well as the 18S rRNA gene.   Results: Three hundred seventeen HMP stool samples were analyzed by ITS2   sequencing. Fecal fungal diversity was significantly lower in comparison   to bacterial diversity. Yeast dominated the samples, comprising eight of   the top 15 most abundant genera. Specifically, fungal communities were   characterized by a high prevalence of Saccharomyces, Malassezia, and   Candida, with S. cerevisiae, M. restricta, and C. albicans operational   taxonomic units (OTUs) present in 96. 8, 88.3, and 80.8\% of samples,   respectively. There was a high degree of inter-and intra-volunteer   variability in fungal communities. However, S. cerevisiae, M. restricta,   and C. albicans OTUs were found in 92.2, 78.3, and 63.6\% of volunteers,   respectively, in all samples donated over an approximately 1-year   period. Metagenomic and 18S rRNA gene sequencing data agreed with ITS2   results; however, ITS2 sequencing provided greater resolution of the   relatively low abundance mycobiome constituents.   Conclusions: Compared to bacterial communities, the human gut mycobiome   is low in diversity and dominated by yeast including Saccharomyces,   Malassezia, and Candida. Both inter-and intra-volunteer variability in   the HMP cohort were high, revealing that unlike bacterial communities,   an individual's mycobiome is no more similar to itself over time than to   another person's. Nonetheless, several fungal species persisted across a   majority of samples, evidence that a core gut mycobiome may exist. ITS2   sequencing data provided greater resolution of the mycobiome membership   compared to metagenomic and 18S rRNA gene sequencing data, suggesting   that it is a more sensitive method for studying the mycobiome of stool   samples."
"ISI:000416389000010","2017","FEMS MICROBIOLOGY ECOLOGY","Primary and heterotrophic productivity relate to multikingdom diversity   in a hypersaline mat","diversity; productivity; microbial mat; stable isotope; hypersaline WATER MARINE HABITATS; SPECIES RICHNESS; ECOLOGICAL ROLE; MICROBIAL MAT;   SECRET GARDEN; FOOD WEBS; COMMUNITIES; BACTERIAL; LAKE;   MICROPHYTOBENTHOS ;","Benthic microbial ecosystems are widespread yet knowledge gaps still   remain on the relationships between the diversity of species across   kingdoms and productivity. Here, we ask two fundamental questions: (i)   How does species diversity relate to the rates of primary and   heterotrophic productivity? (ii) How do diel variations in light-energy   inputs influence productivity and microbiome diversity? To answer these   questions, microbial mats from a magnesium sulfate hypersaline lake were   used to establish microcosms. Both the number and relatedness between   bacterial and eukaryotic taxa in the microbiome were assayed via   amplicon-based sequencing of 16S and 18S rRNA genes over two diel   cycles. These results correlated with biomass productivity obtained from   substrate-specific C-13 stable isotope tracers that enabled comparisons   between primary and heterotrophic productivity. Both bacterial and   eukaryotic species richness and evenness were related only to the rates   of C-13-labeled glucose and acetate biomass incorporation.   Interestingly, measures of these heterotrophic relationships changed   from positive and negative correlations depending on carbon derived from   glucose or acetate, respectively. The bacterial and eukaryotic diversity   of this ecosystem is also controlled, in part, from energy constraints   imposed by changing irradiance over a diel cycle."
