PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
24170601,The altered landscape of the human skin microbiome in patients with primary immunodeficiencies,"Oh J, Freeman AF; NISC Comparative Sequencing Program, Park M, Sokolic R, Candotti F, Holland SM, Segre JA, Kong HH.",Genome Res. 2013 Dec;23(12):2103-14. doi: 10.1101/gr.159467.113. Epub 2013 Oct 29.,Oh J,Genome Res,2013,2013/10/31,PMC3847779,,10.1101/gr.159467.113
26641451,Oral Microbiota and Risk for Esophageal Squamous Cell Carcinoma in a High-Risk Area of China,"Chen X, Winckler B, Lu M, Cheng H, Yuan Z, Yang Y, Jin L, Ye W.",PLoS One. 2015 Dec 7;10(12):e0143603. doi: 10.1371/journal.pone.0143603. eCollection 2015.,Chen X,PLoS One,2015,2015/12/08,PMC4671675,,10.1371/journal.pone.0143603
27329048,Adjusting microbiome profiles for differences in microbial load by spike-in bacteria,"Stämmler F, Gläsner J, Hiergeist A, Holler E, Weber D, Oefner PJ, Gessner A, Spang R.",Microbiome. 2016 Jun 21;4(1):28. doi: 10.1186/s40168-016-0175-0.,Stämmler F,Microbiome,2016,2016/06/23,PMC4915049,,10.1186/s40168-016-0175-0
27940644,Rhizosphere microbiomes of potato cultivated in the High Andes show stable and dynamic core microbiomes with different responses to plant development,"Pfeiffer S, Mitter B, Oswald A, Schloter-Hai B, Schloter M, Declerck S, Sessitsch A.",FEMS Microbiol Ecol. 2017 Feb;93(2):fiw242. doi: 10.1093/femsec/fiw242. Epub 2016 Dec 8.,Pfeiffer S,FEMS Microbiol Ecol,2017,2016/12/13,,,10.1093/femsec/fiw242
25004996,Effect of intestinal microbiota alteration on hepatic damage in rats with acute rejection after liver transplantation,"Xie Y, Chen H, Zhu B, Qin N, Chen Y, Li Z, Deng M, Jiang H, Xu X, Yang J, Ruan B, Li L.",Microb Ecol. 2014 Nov;68(4):871-80. doi: 10.1007/s00248-014-0452-z. Epub 2014 Jul 9.,Xie Y,Microb Ecol,2014,2014/07/10,,,10.1007/s00248-014-0452-z
23486249,Molecular evidence for an active endogenous microbiome beneath glacial ice,"Hamilton TL, Peters JW, Skidmore ML, Boyd ES.",ISME J. 2013 Jul;7(7):1402-12. doi: 10.1038/ismej.2013.31. Epub 2013 Mar 14.,Hamilton TL,ISME J,2013,2013/03/15,PMC3695297,,10.1038/ismej.2013.31
27056827,Microbiota-based model improves the sensitivity of fecal immunochemical test for detecting colonic lesions,"Baxter NT, Ruffin MT 4th, Rogers MA, Schloss PD.",Genome Med. 2016 Apr 6;8(1):37. doi: 10.1186/s13073-016-0290-3.,Baxter NT,Genome Med,2016,2016/04/09,PMC4823848,,10.1186/s13073-016-0290-3
27805014,Microbial community dynamics in the rhizosphere of a cadmium hyper-accumulator,"Wood JL, Zhang C, Mathews ER, Tang C, Franks AE.",Sci Rep. 2016 Nov 2;6:36067. doi: 10.1038/srep36067.,Wood JL,Sci Rep,2016,2016/11/03,PMC5090975,,10.1038/srep36067
26612839,Aflatoxin B1 Induced Compositional Changes in Gut Microbial Communities of Male F344 Rats,"Wang J, Tang L, Glenn TC, Wang JS.",Toxicol Sci. 2016 Mar;150(1):54-63. doi: 10.1093/toxsci/kfv259. Epub 2015 Nov 25.,Wang J,Toxicol Sci,2016,2015/11/28,PMC5009611,,10.1093/toxsci/kfv259
27107375,Details Matter: Designing Skin Microbiome Studies,Kong HH.,J Invest Dermatol. 2016 May;136(5):900-902. doi: 10.1016/j.jid.2016.03.004.,Kong HH,J Invest Dermatol,2016,2016/04/24,PMC5482528,NIHMS865463,10.1016/j.jid.2016.03.004
25819063,Sinus microbiota varies among chronic rhinosinusitis phenotypes and predicts surgical outcome,"Ramakrishnan VR, Hauser LJ, Feazel LM, Ir D, Robertson CE, Frank DN.",J Allergy Clin Immunol. 2015 Aug;136(2):334-42.e1. doi: 10.1016/j.jaci.2015.02.008. Epub 2015 Mar 26.,Ramakrishnan VR,J Allergy Clin Immunol,2015,2015/03/31,,,10.1016/j.jaci.2015.02.008
27416027,Functional Comparison of Bacteria from the Human Gut and Closely Related Non-Gut Bacteria Reveals the Importance of Conjugation and a Paucity of Motility and Chemotaxis Functions in the Gut Environment,"Dobrijevic D, Abraham AL, Jamet A, Maguin E, van de Guchte M.",PLoS One. 2016 Jul 14;11(7):e0159030. doi: 10.1371/journal.pone.0159030. eCollection 2016.,Dobrijevic D,PLoS One,2016,2016/07/15,PMC4945068,,10.1371/journal.pone.0159030
27367037,LotuS: an efficient and user-friendly OTU processing pipeline,"Hildebrand F, Tadeo R, Voigt AY, Bork P, Raes J.",Microbiome. 2014 Sep 30;2(1):30. doi: 10.1186/2049-2618-2-30.,Hildebrand F,Microbiome,2014,2016/07/02,PMC4179863,,10.1186/2049-2618-2-30
26086569,Preterm infant gut colonization in the neonatal ICU and complete restoration 2 years later,"Moles L, Gómez M, Jiménez E, Fernández L, Bustos G, Chaves F, Cantón R, Rodríguez JM, Del Campo R.",Clin Microbiol Infect. 2015 Oct;21(10):936.e1-10. doi: 10.1016/j.cmi.2015.06.003. Epub 2015 Jun 15.,Moles L,Clin Microbiol Infect,2015,2015/06/19,,,10.1016/j.cmi.2015.06.003
27701448,Integrity of the Human Faecal Microbiota following Long-Term Sample Storage,"Kia E, Wagner Mackenzie B, Middleton D, Lau A, Waite DW, Lewis G, Chan YK, Silvestre M, Cooper GJ, Poppitt SD, Taylor MW.",PLoS One. 2016 Oct 4;11(10):e0163666. doi: 10.1371/journal.pone.0163666. eCollection 2016.,Kia E,PLoS One,2016,2016/10/05,PMC5049846,,10.1371/journal.pone.0163666
27129897,Insights into the biodiversity of the gut microbiota of broiler chickens,"Mancabelli L, Ferrario C, Milani C, Mangifesta M, Turroni F, Duranti S, Lugli GA, Viappiani A, Ossiprandi MC, van Sinderen D, Ventura M.",Environ Microbiol. 2016 Dec;18(12):4727-4738. doi: 10.1111/1462-2920.13363. Epub 2016 Jun 27.,Mancabelli L,Environ Microbiol,2016,2016/05/01,,,10.1111/1462-2920.13363
26502721,Microbiomes of the dust particles collected from the International Space Station and Spacecraft Assembly Facilities,"Checinska A, Probst AJ, Vaishampayan P, White JR, Kumar D, Stepanov VG, Fox GE, Nilsson HR, Pierson DL, Perry J, Venkateswaran K.",Microbiome. 2015 Oct 27;3:50. doi: 10.1186/s40168-015-0116-3.,Checinska A,Microbiome,2015,2015/10/28,PMC4624184,,10.1186/s40168-015-0116-3
23843343,Medical therapy reduces microbiota diversity and evenness in surgically recalcitrant chronic rhinosinusitis,"Liu CM, Soldanova K, Nordstrom L, Dwan MG, Moss OL, Contente-Cuomo TL, Keim P, Price LB, Lane AP.",Int Forum Allergy Rhinol. 2013 Oct;3(10):775-81. doi: 10.1002/alr.21195. Epub 2013 Jul 10.,Liu CM,Int Forum Allergy Rhinol,2013,2013/07/12,PMC4007209,NIHMS493392,10.1002/alr.21195
25207979,Paleomicrobiology: revealing fecal microbiomes of ancient indigenous cultures,"Cano RJ, Rivera-Perez J, Toranzos GA, Santiago-Rodriguez TM, Narganes-Storde YM, Chanlatte-Baik L, García-Roldán E, Bunkley-Williams L, Massey SE.",PLoS One. 2014 Sep 10;9(9):e106833. doi: 10.1371/journal.pone.0106833. eCollection 2014.,Cano RJ,PLoS One,2014,2014/09/11,PMC4160228,,10.1371/journal.pone.0106833
27129739,Maternal exposure to a Western-style diet causes differences in intestinal microbiota composition and gene expression of suckling mouse pups,"Steegenga WT, Mischke M, Lute C, Boekschoten MV, Lendvai A, Pruis MG, Verkade HJ, van de Heijning BJ, Boekhorst J, Timmerman HM, Plösch T, Müller M, Hooiveld GJ.",Mol Nutr Food Res. 2017 Jan;61(1):1600141. doi: 10.1002/mnfr.201600141. Epub 2016 Jul 12.,Steegenga WT,Mol Nutr Food Res,2017,2016/05/01,PMC5215441,,10.1002/mnfr.201600141
27644050,Mothers Secretor Status Affects Development of Childrens Microbiota Composition and Function: A Pilot Study,"Smith-Brown P, Morrison M, Krause L, Davies PS.",PLoS One. 2016 Sep 19;11(9):e0161211. doi: 10.1371/journal.pone.0161211. eCollection 2016.,Smith-Brown P,PLoS One,2016,2016/09/20,PMC5028039,,10.1371/journal.pone.0161211
23844101,The effects of a probiotic yeast on the bacterial diversity and population structure in the rumen of cattle,"Pinloche E, McEwan N, Marden JP, Bayourthe C, Auclair E, Newbold CJ.",PLoS One. 2013 Jul 2;8(7):e67824. doi: 10.1371/journal.pone.0067824. Print 2013.,Pinloche E,PLoS One,2013,2013/07/12,PMC3699506,,10.1371/journal.pone.0067824
27312889,"Microbial community diversity, structure and assembly across oxygen gradients in meromictic marine lakes, Palau","Meyerhof MS, Wilson JM, Dawson MN, Michael Beman J.",Environ Microbiol. 2016 Dec;18(12):4907-4919. doi: 10.1111/1462-2920.13416. Epub 2016 Jul 4.,Meyerhof MS,Environ Microbiol,2016,2016/06/18,,,10.1111/1462-2920.13416
25239906,Prebiotic Oligosaccharides: Comparative Evaluation Using In Vitro Cultures of Infants' Fecal Microbiomes,"Stiverson J, Williams T, Chen J, Adams S, Hustead D, Price P, Guerrieri J, Deacon J, Yu Z.",Appl Environ Microbiol. 2014 Dec;80(23):7388-97. doi: 10.1128/AEM.02200-14. Epub 2014 Sep 19.,Stiverson J,Appl Environ Microbiol,2014,2014/09/21,PMC4249200,,10.1128/AEM.02200-14
24204941,The living dead: bacterial community structure of a cadaver at the onset and end of the bloat stage of decomposition,"Hyde ER, Haarmann DP, Lynne AM, Bucheli SR, Petrosino JF.",PLoS One. 2013 Oct 30;8(10):e77733. doi: 10.1371/journal.pone.0077733. eCollection 2013.,Hyde ER,PLoS One,2013,2013/11/09,PMC3813760,,10.1371/journal.pone.0077733
25501990,Succession and replacement of bacterial populations in the caecum of egg laying hens over their whole life,"Videnska P, Sedlar K, Lukac M, Faldynova M, Gerzova L, Cejkova D, Sisak F, Rychlik I.",PLoS One. 2014 Dec 12;9(12):e115142. doi: 10.1371/journal.pone.0115142. eCollection 2014.,Videnska P,PLoS One,2014,2014/12/16,PMC4264878,,10.1371/journal.pone.0115142
26687338,Potential association of vacuum cleaning frequency with an altered gut microbiota in pregnant women and their 2-year-old children,"Avershina E, Ravi A, Storrø O, Øien T, Johnsen R, Rudi K.",Microbiome. 2015 Dec 21;3:65. doi: 10.1186/s40168-015-0125-2.,Avershina E,Microbiome,2015,2015/12/22,PMC4685603,,10.1186/s40168-015-0125-2
25955845,Gut microbial dysbiosis may predict diarrhea and fatigue in patients undergoing pelvic cancer radiotherapy: a pilot study,"Wang A, Ling Z, Yang Z, Kiela PR, Wang T, Wang C, Cao L, Geng F, Shen M, Ran X, Su Y, Cheng T, Wang J.",PLoS One. 2015 May 8;10(5):e0126312. doi: 10.1371/journal.pone.0126312. eCollection 2015.,Wang A,PLoS One,2015,2015/05/09,PMC4425680,,10.1371/journal.pone.0126312
27473284,Latitude in sample handling and storage for infant faecal microbiota studies: the elephant in the room?,"Shaw AG, Sim K, Powell E, Cornwell E, Cramer T, McClure ZE, Li MS, Kroll JS.",Microbiome. 2016 Jul 30;4(1):40. doi: 10.1186/s40168-016-0186-x.,Shaw AG,Microbiome,2016,2016/07/31,PMC4967342,,10.1186/s40168-016-0186-x
26048598,CCLasso: correlation inference for compositional data through Lasso,"Fang H, Huang C, Zhao H, Deng M.",Bioinformatics. 2015 Oct 1;31(19):3172-80. doi: 10.1093/bioinformatics/btv349. Epub 2015 Jun 4.,Fang H,Bioinformatics,2015,2015/06/07,PMC4693003,,10.1093/bioinformatics/btv349
26569458,Changes in 16s RNA Gene Microbial Community Profiling by Concentration of Prokaryotic DNA,"Glassing A, Dowd SE, Galandiuk S, Davis B, Jorden JR, Chiodini RJ.",J Microbiol Methods. 2015 Dec;119:239-42. doi: 10.1016/j.mimet.2015.11.001. Epub 2015 Nov 10.,Glassing A,J Microbiol Methods,2015,2015/11/17,,,10.1016/j.mimet.2015.11.001
25915459,High throughput sequencing reveals distinct microbial populations within the mucosal and luminal niches in healthy individuals,"Ringel Y, Maharshak N, Ringel-Kulka T, Wolber EA, Sartor RB, Carroll IM.",Gut Microbes. 2015;6(3):173-81. doi: 10.1080/19490976.2015.1044711.,Ringel Y,Gut Microbes,2015,2015/04/28,PMC4615648,,10.1080/19490976.2015.1044711
25135322,A high-throughput sequencing ecotoxicology study of freshwater bacterial communities and their responses to tebuconazole,"Pascault N, Roux S, Artigas J, Pesce S, Leloup J, Tadonleke RD, Debroas D, Bouchez A, Humbert JF.",FEMS Microbiol Ecol. 2014 Dec;90(3):563-74. doi: 10.1111/1574-6941.12416. Epub 2014 Sep 15.,Pascault N,FEMS Microbiol Ecol,2014,2014/08/20,,,10.1111/1574-6941.12416
27894251,Comprehensive analysis of the fecal microbiota of healthy Japanese adults reveals a new bacterial lineage associated with a phenotype characterized by a high frequency of bowel movements and a lean body type,"Oki K, Toyama M, Banno T, Chonan O, Benno Y, Watanabe K.",BMC Microbiol. 2016 Nov 28;16(1):284. doi: 10.1186/s12866-016-0898-x.,Oki K,BMC Microbiol,2016,2016/11/30,PMC5127096,,10.1186/s12866-016-0898-x
27136545,Impact of Prematurity and Perinatal Antibiotics on the Developing Intestinal Microbiota: A Functional Inference Study,"Arboleya S, Sánchez B, Solís G, Fernández N, Suárez M, Hernández-Barranco AM, Milani C, Margolles A, de Los Reyes-Gavilán CG, Ventura M, Gueimonde M.",Int J Mol Sci. 2016 Apr 29;17(5):649. doi: 10.3390/ijms17050649.,Arboleya S,Int J Mol Sci,2016,2016/05/03,PMC4881475,,10.3390/ijms17050649
26445500,Community Structure and Function of Amphibian Skin Microbes: An Experiment with Bullfrogs Exposed to a Chytrid Fungus,"Walke JB, Becker MH, Loftus SC, House LL, Teotonio TL, Minbiole KP, Belden LK.",PLoS One. 2015 Oct 7;10(10):e0139848. doi: 10.1371/journal.pone.0139848. eCollection 2015.,Walke JB,PLoS One,2015,2015/10/08,PMC4596541,,10.1371/journal.pone.0139848
28348861,First insight into the faecal microbiota of the high Arctic muskoxen (Ovibos moschatus),"Salgado-Flores A, Bockwoldt M, Hagen LH, Pope PB, Sundset MA.",Microb Genom. 2016 Jul 29;2(7):e000066. doi: 10.1099/mgen.0.000066. eCollection 2016 Jul.,Salgado-Flores A,Microb Genom,2016,2017/03/29,PMC5343138,,10.1099/mgen.0.000066
27231166,Imbalance of Fecal Microbiota at Newly Diagnosed Type 1 Diabetes in Chinese Children,"Qi CJ, Zhang Q, Yu M, Xu JP, Zheng J, Wang T, Xiao XH.",Chin Med J (Engl). 2016 Jun 5;129(11):1298-304. doi: 10.4103/0366-6999.182841.,Qi CJ,Chin Med J (Engl),2016,2016/05/28,PMC4894039,,10.4103/0366-6999.182841
24282523,Differential effects of antibiotic therapy on the structure and function of human gut microbiota,"Pérez-Cobas AE, Artacho A, Knecht H, Ferrús ML, Friedrichs A, Ott SJ, Moya A, Latorre A, Gosalbes MJ.",PLoS One. 2013 Nov 25;8(11):e80201. doi: 10.1371/journal.pone.0080201. eCollection 2013.,Pérez-Cobas AE,PLoS One,2013,2013/11/28,PMC3839934,,10.1371/journal.pone.0080201
23658749,"Quantitatively different, yet qualitatively alike: a meta-analysis of the mouse core gut microbiome with a view towards the human gut microbiome","Krych L, Hansen CH, Hansen AK, van den Berg FW, Nielsen DS.",PLoS One. 2013 May 1;8(5):e62578. doi: 10.1371/journal.pone.0062578. Print 2013.,Krych L,PLoS One,2013,2013/05/10,PMC3641060,,10.1371/journal.pone.0062578
25575312,Culture and molecular-based profiles show shifts in bacterial communities of the upper respiratory tract that occur with age,"Stearns JC, Davidson CJ, McKeon S, Whelan FJ, Fontes ME, Schryvers AB, Bowdish DM, Kellner JD, Surette MG.",ISME J. 2015 May;9(5):1246-59. doi: 10.1038/ismej.2014.250. Epub 2015 Jan 9.,Stearns JC,ISME J,2015,2015/01/10,PMC4409167,,10.1038/ismej.2014.250
24931967,Spatial heterogeneity and stability of bacterial community in the gastrointestinal tracts of broiler chickens,"Choi JH, Kim GB, Cha CJ.",Poult Sci. 2014 Aug;93(8):1942-50. doi: 10.3382/ps.2014-03974. Epub 2014 Jun 15.,Choi JH,Poult Sci,2014,2014/06/17,,,10.3382/ps.2014-03974
27066712,Evolution of the nasopharyngeal microbiota of beef cattle from weaning to 40 days after arrival at a feedlot,"Timsit E, Workentine M, Schryvers AB, Holman DB, van der Meer F, Alexander TW.",Vet Microbiol. 2016 May 1;187:75-81. doi: 10.1016/j.vetmic.2016.03.020. Epub 2016 Mar 26.,Timsit E,Vet Microbiol,2016,2016/04/13,,,10.1016/j.vetmic.2016.03.020
26167852,Host-Specific and pH-Dependent Microbiomes of Copepods in an Extensive Rearing System,"Skovgaard A, Castro-Mejia JL, Hansen LH, Nielsen DS.",PLoS One. 2015 Jul 13;10(7):e0132516. doi: 10.1371/journal.pone.0132516. eCollection 2015.,Skovgaard A,PLoS One,2015,2015/07/14,PMC4500450,,10.1371/journal.pone.0132516
27795313,The Influence of the Host Plant Is the Major Ecological Determinant of the Presence of Nitrogen-Fixing Root Nodule Symbiont Cluster II Frankia Species in Soil,"Battenberg K, Wren JA, Hillman J, Edwards J, Huang L, Berry AM.",Appl Environ Microbiol. 2016 Dec 15;83(1):e02661-16. doi: 10.1128/AEM.02661-16. Print 2017 Jan 1.,Battenberg K,Appl Environ Microbiol,2016,2016/11/01,PMC5165119,,10.1128/AEM.02661-16
27016768,Potential bacterial core species associated with digital dermatitis in cattle herds identified by molecular profiling of interdigital skin samples,"Nielsen MW, Strube ML, Isbrand A, Al-Medrasi WD, Boye M, Jensen TK, Klitgaard K.",Vet Microbiol. 2016 Apr 15;186:139-49. doi: 10.1016/j.vetmic.2016.03.003. Epub 2016 Mar 6.,Nielsen MW,Vet Microbiol,2016,2016/03/28,,,10.1016/j.vetmic.2016.03.003
26098097,Non Digestible Oligosaccharides Modulate the Gut Microbiota to Control the Development of Leukemia and Associated Cachexia in Mice,"Bindels LB, Neyrinck AM, Salazar N, Taminiau B, Druart C, Muccioli GG, François E, Blecker C, Richel A, Daube G, Mahillon J, de los Reyes-Gavilán CG, Cani PD, Delzenne NM.",PLoS One. 2015 Jun 22;10(6):e0131009. doi: 10.1371/journal.pone.0131009. eCollection 2015.,Bindels LB,PLoS One,2015,2015/06/23,PMC4476728,,10.1371/journal.pone.0131009
23490556,Characterizing the microbiota across the gastrointestinal tract of a Brazilian Nelore steer,"de Oliveira MN, Jewell KA, Freitas FS, Benjamin LA, Tótola MR, Borges AC, Moraes CA, Suen G.",Vet Microbiol. 2013 Jun 28;164(3-4):307-14. doi: 10.1016/j.vetmic.2013.02.013. Epub 2013 Feb 24.,de Oliveira MN,Vet Microbiol,2013,2013/03/16,,,10.1016/j.vetmic.2013.02.013
27233100,Acclimation strategy to increase phenol tolerance of an anaerobic microbiota,"Madigou C, Poirier S, Bureau C, Chapleur O.",Bioresour Technol. 2016 Sep;216:77-86. doi: 10.1016/j.biortech.2016.05.045. Epub 2016 May 18.,Madigou C,Bioresour Technol,2016,2016/05/28,,,10.1016/j.biortech.2016.05.045
27282101,Evaluation of 16S rRNA amplicon sequencing using two next-generation sequencing technologies for phylogenetic analysis of the rumen bacterial community in steers,"Myer PR, Kim M, Freetly HC, Smith TPL.",J Microbiol Methods. 2016 Aug;127:132-140. doi: 10.1016/j.mimet.2016.06.004. Epub 2016 Jun 6.,Myer PR,J Microbiol Methods,2016,2016/06/11,,,10.1016/j.mimet.2016.06.004
25204516,Gastrointestinal microbiota of wild and inbred individuals of two house mouse subspecies assessed using high-throughput parallel pyrosequencing,"Kreisinger J, Cížková D, Vohánka J, Piálek J.",Mol Ecol. 2014 Oct;23(20):5048-60. doi: 10.1111/mec.12909. Epub 2014 Sep 29.,Kreisinger J,Mol Ecol,2014,2014/09/11,,,10.1111/mec.12909
25923292,Indoor air bacterial communities in Hong Kong households assemble independently of occupant skin microbiomes,"Wilkins D, Leung MH, Lee PKh.",Environ Microbiol. 2016 Jun;18(6):1754-63. doi: 10.1111/1462-2920.12889. Epub 2015 Jun 11.,Wilkins D,Environ Microbiol,2016,2015/04/30,,,10.1111/1462-2920.12889
25383623,Metagenomic insights into the RDX-degrading potential of the ovine rumen microbiome,"Li RW, Giarrizzo JG, Wu S, Li W, Duringer JM, Craig AM.",PLoS One. 2014 Nov 10;9(11):e110505. doi: 10.1371/journal.pone.0110505. eCollection 2014.,Li RW,PLoS One,2014,2014/11/11,PMC4226467,,10.1371/journal.pone.0110505
25156547,Limits to robustness and reproducibility in the demarcation of operational taxonomic units,"Schmidt TS, Matias Rodrigues JF, von Mering C.",Environ Microbiol. 2015 May;17(5):1689-706. doi: 10.1111/1462-2920.12610. Epub 2014 Sep 29.,Schmidt TS,Environ Microbiol,2015,2014/08/27,,,10.1111/1462-2920.12610
27008327,Effects of Host Plant Factors on the Bacterial Communities Associated with Two Whitefly Sibling Species,"Su MM, Guo L, Tao YL, Zhang YJ, Wan FH, Chu D.",PLoS One. 2016 Mar 23;11(3):e0152183. doi: 10.1371/journal.pone.0152183. eCollection 2016.,Su MM,PLoS One,2016,2016/03/24,PMC4805303,,10.1371/journal.pone.0152183
26123782,In vitro characterisation of the fermentation profile and prebiotic capacity of gold-fleshed kiwifruit,"Blatchford P, Bentley-Hewitt KL, Stoklosinski H, McGhie T, Gearry R, Gibson G, Ansell J.",Benef Microbes. 2015;6(6):829-39. doi: 10.3920/BM2015.0006. Epub 2015 Jun 30.,Blatchford P,Benef Microbes,2015,2015/07/01,,,10.3920/BM2015.0006
27545210,Preliminary characterization of human skin microbiome in healthy Egyptian individuals,"Ramadan M, Solyman S, Taha M, Hanora A.",Cell Mol Biol (Noisy-le-grand). 2016 Jul 31;62(8):21-7.,Ramadan M,Cell Mol Biol (Noisy-le-grand),2016,2016/08/23,,,
27643503,Evaluation of Lysis Methods for the Extraction of Bacterial DNA for Analysis of the Vaginal Microbiota,"Gill C, van de Wijgert JH, Blow F, Darby AC.",PLoS One. 2016 Sep 19;11(9):e0163148. doi: 10.1371/journal.pone.0163148. eCollection 2016.,Gill C,PLoS One,2016,2016/09/20,PMC5028042,,10.1371/journal.pone.0163148
24625288,Differential resistance of drinking water bacterial populations to monochloramine disinfection,"Chiao TH, Clancy TM, Pinto A, Xi C, Raskin L.",Environ Sci Technol. 2014 Apr 1;48(7):4038-47. doi: 10.1021/es4055725. Epub 2014 Mar 25.,Chiao TH,Environ Sci Technol,2014,2014/03/15,,,10.1021/es4055725
24018484,Microbiomic signatures of psoriasis: feasibility and methodology comparison,"Statnikov A, Alekseyenko AV, Li Z, Henaff M, Perez-Perez GI, Blaser MJ, Aliferis CF.",Sci Rep. 2013;3:2620. doi: 10.1038/srep02620.,Statnikov A,Sci Rep,2013,2013/09/11,PMC3965359,,10.1038/srep02620
24130736,The effect of dietary supplementation with spent cider yeast on the Swine distal gut microbiome,"Upadrasta A, O'Sullivan L, O'Sullivan O, Sexton N, Lawlor PG, Hill C, Fitzgerald GF, Stanton C, Ross RP.",PLoS One. 2013 Oct 9;8(10):e75714. doi: 10.1371/journal.pone.0075714. eCollection 2013.,Upadrasta A,PLoS One,2013,2013/10/17,PMC3794030,,10.1371/journal.pone.0075714
25975855,Characterization and comparison of the bacterial microbiota in different gastrointestinal tract compartments in horses,"Costa MC, Silva G, Ramos RV, Staempfli HR, Arroyo LG, Kim P, Weese JS.",Vet J. 2015 Jul;205(1):74-80. doi: 10.1016/j.tvjl.2015.03.018. Epub 2015 Mar 23.,Costa MC,Vet J,2015,2015/05/16,,,10.1016/j.tvjl.2015.03.018
27591024,"Influence of habitual dietary fibre intake on the responsiveness of the gut microbiota to a prebiotic: protocol for a randomised, double-blind, placebo-controlled, cross-over, single-centre study","Healey G, Brough L, Butts C, Murphy R, Whelan K, Coad J.",BMJ Open. 2016 Sep 2;6(9):e012504. doi: 10.1136/bmjopen-2016-012504.,Healey G,BMJ Open,2016,2016/09/04,PMC5020659,,10.1136/bmjopen-2016-012504
26475244,The host effects of Gambusia affinis with an antibiotic-disrupted microbiome,"Carlson JM, Hyde ER, Petrosino JF, Manage ABW, Primm TP.",Comp Biochem Physiol C Toxicol Pharmacol. 2015 Dec;178:163-168. doi: 10.1016/j.cbpc.2015.10.004. Epub 2015 Oct 18.,Carlson JM,Comp Biochem Physiol C Toxicol Pharmacol,2015,2015/10/18,,,10.1016/j.cbpc.2015.10.004
24572887,Characterization of the digestive tract microbiota of Hirudo orientalis (medicinal leech) and antibiotic resistance profile,"Whitaker IS, Maltz M, Siddall ME, Graf J.",Plast Reconstr Surg. 2014 Mar;133(3):408e-418e. doi: 10.1097/01.prs.0000438461.06217.bb.,Whitaker IS,Plast Reconstr Surg,2014,2014/02/28,,,10.1097/01.prs.0000438461.06217.bb
24937032,Optimized cryopreservation of mixed microbial communities for conserved functionality and diversity,"Kerckhof FM, Courtens EN, Geirnaert A, Hoefman S, Ho A, Vilchez-Vargas R, Pieper DH, Jauregui R, Vlaeminck SE, Van de Wiele T, Vandamme P, Heylen K, Boon N.",PLoS One. 2014 Jun 17;9(6):e99517. doi: 10.1371/journal.pone.0099517. eCollection 2014.,Kerckhof FM,PLoS One,2014,2014/06/18,PMC4061060,,10.1371/journal.pone.0099517
25330135,"Potential for biogeochemical cycling of sulfur, iron and carbon within massive sulfide deposits below the seafloor","Kato S, Ikehata K, Shibuya T, Urabe T, Ohkuma M, Yamagishi A.",Environ Microbiol. 2015 May;17(5):1817-35. doi: 10.1111/1462-2920.12648. Epub 2014 Dec 17.,Kato S,Environ Microbiol,2015,2014/10/21,,,10.1111/1462-2920.12648
27461070,Comparison and Interpretation of Taxonomical Structure of Bacterial Communities in Two Types of Lakes on Yun-Gui plateau of China,"Han M, Gong Y, Zhou C, Zhang J, Wang Z, Ning K.",Sci Rep. 2016 Jul 27;6:30616. doi: 10.1038/srep30616.,Han M,Sci Rep,2016,2016/07/28,PMC4962099,,10.1038/srep30616
27984802,Microbial soil community analyses for forensic science: Application to a blind test,"Demanèche S, Schauser L, Dawson L, Franqueville L, Simonet P.",Forensic Sci Int. 2017 Jan;270:153-158. doi: 10.1016/j.forsciint.2016.12.004. Epub 2016 Dec 9.,Demanèche S,Forensic Sci Int,2017,2016/12/17,,,10.1016/j.forsciint.2016.12.004
24370189,Changes of saliva microbiota in nasopharyngeal carcinoma patients under chemoradiation therapy,"Xu Y, Teng F, Huang S, Lin Z, Yuan X, Zeng X, Yang F.",Arch Oral Biol. 2014 Feb;59(2):176-86. doi: 10.1016/j.archoralbio.2013.10.011. Epub 2013 Nov 4.,Xu Y,Arch Oral Biol,2014,2013/12/28,,,10.1016/j.archoralbio.2013.10.011
27398939,Evidence of a bacterial core in the stored products pest Plodia interpunctella: the influence of different diets,"Montagna M, Mereghetti V, Gargari G, Guglielmetti S, Faoro F, Lozzia G, Locatelli D, Limonta L.",Environ Microbiol. 2016 Dec;18(12):4961-4973. doi: 10.1111/1462-2920.13450. Epub 2016 Aug 1.,Montagna M,Environ Microbiol,2016,2016/07/12,,,10.1111/1462-2920.13450
26051320,Pyrosequencing reveals shifts in the bacterial epimural community relative to dietary concentrate amount in goats,"Wetzels SU, Mann E, Metzler-Zebeli BU, Wagner M, Klevenhusen F, Zebeli Q, Schmitz-Esser S.",J Dairy Sci. 2015 Aug;98(8):5572-87. doi: 10.3168/jds.2014-9166. Epub 2015 Jun 4.,Wetzels SU,J Dairy Sci,2015,2015/06/09,,,10.3168/jds.2014-9166
27472307,Different Flavonoids Can Shape Unique Gut Microbiota Profile In Vitro,"Huang J, Chen L, Xue B, Liu Q, Ou S, Wang Y, Peng X.",J Food Sci. 2016 Sep;81(9):H2273-9. doi: 10.1111/1750-3841.13411. Epub 2016 Jul 29.,Huang J,J Food Sci,2016,2016/07/30,,,10.1111/1750-3841.13411
