PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30802246","Temporal dynamics of bacterial and fungal communities during the infection of Brassica rapa roots by the protist Plasmodiophora brassicae","Lebreton L, Guillerm-Erckelboudt AY, Gazengel K, Linglin J, Ourry M, Glory P, Sarniguet A, Daval S, Manzanares-Dauleux MJ, Mougel C.","PLoS One. 2019 Feb 25;14(2):e0204195. doi: 10.1371/journal.pone.0204195. eCollection 2019.","Lebreton L","PLoS One","2019","2019/02/26","PMC6388920","","10.1371/journal.pone.0204195"
"29973683","Fungi in perennial ice from Scărișoara Ice Cave (Romania)","Brad T, Itcus C, Pascu MD, Perșoiu A, Hillebrand-Voiculescu A, Iancu L, Purcarea C.","Sci Rep. 2018 Jul 4;8(1):10096. doi: 10.1038/s41598-018-28401-1.","Brad T","Sci Rep","2018","2018/07/06","PMC6031636","","10.1038/s41598-018-28401-1"
"30336777","The response of dominant and rare taxa for fungal diversity within different root environments to the cultivation of Bt and conventional cotton varieties","Li P, Xue Y, Shi J, Pan A, Tang X, Ming F.","Microbiome. 2018 Oct 18;6(1):184. doi: 10.1186/s40168-018-0570-9.","Li P","Microbiome","2018","2018/10/20","PMC6194802","","10.1186/s40168-018-0570-9"
"31294213","Metatranscriptomics profile of the gill microbial community during Bathymodiolus azoricus aquarium acclimatization at atmospheric pressure","Barros I, Froufe H, Marnellos G, Egas C, Delaney J, Clamp M, Santos RS, Bettencourt R.","AIMS Microbiol. 2018 Mar 20;4(2):240-260. doi: 10.3934/microbiol.2018.2.240. eCollection 2018.","Barros I","AIMS Microbiol","2018","2019/07/12","PMC6604929","","10.3934/microbiol.2018.2.240"
"30283425","Characterizing the Human Mycobiota: A Comparison of Small Subunit rRNA, ITS1, ITS2, and Large Subunit rRNA Genomic Targets","Hoggard M, Vesty A, Wong G, Montgomery JM, Fourie C, Douglas RG, Biswas K, Taylor MW.","Front Microbiol. 2018 Sep 19;9:2208. doi: 10.3389/fmicb.2018.02208. eCollection 2018.","Hoggard M","Front Microbiol","2018","2018/10/05","PMC6157398","","10.3389/fmicb.2018.02208"
"31269979","Active eukaryotes in drinking water distribution systems of ground and surface waterworks","Inkinen J, Jayaprakash B, Siponen S, Hokajärvi AM, Pursiainen A, Ikonen J, Ryzhikov I, Täubel M, Kauppinen A, Paananen J, Miettinen IT, Torvinen E, Kolehmainen M, Pitkänen T.","Microbiome. 2019 Jul 3;7(1):99. doi: 10.1186/s40168-019-0715-5.","Inkinen J","Microbiome","2019","2019/07/05","PMC6610866","","10.1186/s40168-019-0715-5"
"31419262","Species composition of arbuscular mycorrhizal communities changes with elevation in the Andes of South Ecuador","Haug I, Setaro S, Suárez JP.","PLoS One. 2019 Aug 16;14(8):e0221091. doi: 10.1371/journal.pone.0221091. eCollection 2019.","Haug I","PLoS One","2019","2019/08/17","PMC6697372","","10.1371/journal.pone.0221091"
"29850933","Rapid Microbial Community Changes During Initial Stages of Pine Litter Decomposition","Gołębiewski M, Tarasek A, Sikora M, Deja-Sikora E, Tretyn A, Niklińska M.","Microb Ecol. 2019 Jan;77(1):56-75. doi: 10.1007/s00248-018-1209-x. Epub 2018 May 30.","Gołębiewski M","Microb Ecol","2019","2018/06/01","PMC6318262","","10.1007/s00248-018-1209-x"
"29462950","Microbiome Data Accurately Predicts the Postmortem Interval Using Random Forest Regression Models","Belk A, Xu ZZ, Carter DO, Lynne A, Bucheli S, Knight R, Metcalf JL.","Genes (Basel). 2018 Feb 16;9(2):104. doi: 10.3390/genes9020104.","Belk A","Genes (Basel)","2018","2018/02/22","PMC5852600","","10.3390/genes9020104"
"29934639","Linking patterns of net community production and marine microbial community structure in the western North Atlantic","Wang S, Lin Y, Gifford S, Eveleth R, Cassar N.","ISME J. 2018 May 1;12(11):2582-2595. doi: 10.1038/s41396-018-0163-4.","Wang S","ISME J","2018","2018/06/24","PMC6193967","","10.1038/s41396-018-0163-4"
"27020916","Plant and soil fungal but not soil bacterial communities are linked in long-term fertilized grassland","Cassman NA, Leite MF, Pan Y, de Hollander M, van Veen JA, Kuramae EE.","Sci Rep. 2016 Mar 29;6:23680. doi: 10.1038/srep23680.","Cassman NA","Sci Rep","2016","2016/03/30","PMC4810522","","10.1038/srep23680"
"30809219","Changes in Trophic Groups of Protists With Conversion of Rainforest Into Rubber and Oil Palm Plantations","Schulz G, Schneider D, Brinkmann N, Edy N, Daniel R, Polle A, Scheu S, Krashevska V.","Front Microbiol. 2019 Feb 12;10:240. doi: 10.3389/fmicb.2019.00240. eCollection 2019.","Schulz G","Front Microbiol","2019","2019/02/28","PMC6380168","","10.3389/fmicb.2019.00240"
"30825745","Evaluation of the taxonomic and functional variation of freshwater plankton communities induced by trace amounts of the antibiotic ciprofloxacin","Lu T, Zhu Y, Ke M, Peijnenburg WJGM, Zhang M, Wang T, Chen J, Qian H.","Environ Int. 2019 May;126:268-278. doi: 10.1016/j.envint.2019.02.050. Epub 2019 Feb 27.","Lu T","Environ Int","2019","2019/03/03","","","10.1016/j.envint.2019.02.050"
"29551210","Microbial communities and their potential for degradation of dissolved organic carbon in cryoconite hole environments of Himalaya and Antarctica","Sanyal A, Antony R, Samui G, Thamban M.","Microbiol Res. 2018 Mar;208:32-42. doi: 10.1016/j.micres.2018.01.004. Epub 2018 Jan 31.","Sanyal A","Microbiol Res","2018","2018/03/20","","","10.1016/j.micres.2018.01.004"
"27391119","A comprehensive method for amplicon-based and metagenomic characterization of viruses, bacteria, and eukaryotes in freshwater samples","Uyaguari-Diaz MI, Chan M, Chaban BL, Croxen MA, Finke JF, Hill JE, Peabody MA, Van Rossum T, Suttle CA, Brinkman FS, Isaac-Renton J, Prystajecky NA, Tang P.","Microbiome. 2016 Jul 19;4(1):20. doi: 10.1186/s40168-016-0166-1.","Uyaguari-Diaz MI","Microbiome","2016","2016/07/09","PMC5011856","","10.1186/s40168-016-0166-1"
"30969022","Microbial eukaryotes in the suboxic chemosynthetic ecosystem of Movile Cave, Romania","Reboul G, Moreira D, Bertolino P, Hillebrand-Voiculescu AM, López-García P.","Environ Microbiol Rep. 2019 Jun;11(3):464-473. doi: 10.1111/1758-2229.12756. Epub 2019 Apr 26.","Reboul G","Environ Microbiol Rep","2019","2019/04/11","PMC6697535","EMS83918","10.1111/1758-2229.12756"
"28686852","Integrated meta-omic analyses of the gastrointestinal tract microbiome in patients undergoing allogeneic hematopoietic stem cell transplantation","Kaysen A, Heintz-Buschart A, Muller EEL, Narayanasamy S, Wampach L, Laczny CC, Graf N, Simon A, Franke K, Bittenbring J, Wilmes P, Schneider JG.","Transl Res. 2017 Aug;186:79-94.e1. doi: 10.1016/j.trsl.2017.06.008. Epub 2017 Jun 20.","Kaysen A","Transl Res","2017","2017/07/08","","","10.1016/j.trsl.2017.06.008"
"24612332","Review article: fungal microbiota and digestive diseases","Wang ZK, Yang YS, Stefka AT, Sun G, Peng LH.","Aliment Pharmacol Ther. 2014 Apr;39(8):751-66. doi: 10.1111/apt.12665. Epub 2014 Feb 24.","Wang ZK","Aliment Pharmacol Ther","2014","2014/03/12","","","10.1111/apt.12665"
"29375937","Eukaryotes in the gut microbiota in myalgic encephalomyelitis/chronic fatigue syndrome","Mandarano AH, Giloteaux L, Keller BA, Levine SM, Hanson MR.","PeerJ. 2018 Jan 22;6:e4282. doi: 10.7717/peerj.4282. eCollection 2018.","Mandarano AH","PeerJ","2018","2018/01/30","PMC5784577","","10.7717/peerj.4282"
"27868387","Polymetallic nodules, sediments, and deep waters in the equatorial North Pacific exhibit highly diverse and distinct bacterial, archaeal, and microeukaryotic communities","Shulse CN, Maillot B, Smith CR, Church MJ.","Microbiologyopen. 2017 Apr;6(2):e00428. doi: 10.1002/mbo3.428. Epub 2016 Nov 21.","Shulse CN","Microbiologyopen","2017","2016/11/22","PMC5387330","","10.1002/mbo3.428"
"31156599","Fecal Microbial Communities in a Large Representative Cohort of California Dairy Cows","Hagey JV, Bhatnagar S, Heguy JM, Karle BM, Price PL, Meyer D, Maga EA.","Front Microbiol. 2019 May 16;10:1093. doi: 10.3389/fmicb.2019.01093. eCollection 2019.","Hagey JV","Front Microbiol","2019","2019/06/04","PMC6532609","","10.3389/fmicb.2019.01093"
"30505315","Free-Living Nematodes Together With Associated Microbes Play an Essential Role in Apple Replant Disease","Kanfra X, Liu B, Beerhues L, Sørensen SJ, Heuer H.","Front Plant Sci. 2018 Nov 16;9:1666. doi: 10.3389/fpls.2018.01666. eCollection 2018.","Kanfra X","Front Plant Sci","2018","2018/12/04","PMC6250840","","10.3389/fpls.2018.01666"
"26925043","Characterization of the Core and Caste-Specific Microbiota in the Termite, Reticulitermes flavipes","Benjamino J, Graf J.","Front Microbiol. 2016 Feb 17;7:171. doi: 10.3389/fmicb.2016.00171. eCollection 2016.","Benjamino J","Front Microbiol","2016","2016/03/01","PMC4756164","","10.3389/fmicb.2016.00171"
"27917584","Primary productivity of snow algae communities on stratovolcanoes of the Pacific Northwest","Hamilton TL, Havig J.","Geobiology. 2017 Mar;15(2):280-295. doi: 10.1111/gbi.12219. Epub 2016 Dec 5.","Hamilton TL","Geobiology","2017","2016/12/06","PMC5324535","","10.1111/gbi.12219"
"30805246","Diverse microbial communities hosted by the model carnivorous pitcher plant Sarracenia purpurea: analysis of both bacterial and eukaryotic composition across distinct host plant populations","Grothjan JJ, Young EB.","PeerJ. 2019 Feb 18;7:e6392. doi: 10.7717/peerj.6392. eCollection 2019.","Grothjan JJ","PeerJ","2019","2019/02/27","PMC6383556","","10.7717/peerj.6392"
"31465508","The Pacific harbor seal gut microbiota in Mexico: Its relationship with diet and functional inferences","Pacheco-Sandoval A, Schramm Y, Heckel G, Brassea-Pérez E, Martínez-Porchas M, Lago-Lestón A.","PLoS One. 2019 Aug 29;14(8):e0221770. doi: 10.1371/journal.pone.0221770. eCollection 2019.","Pacheco-Sandoval A","PLoS One","2019","2019/08/30","PMC6715212","","10.1371/journal.pone.0221770"
"27904880","Microbial Community Patterns Associated with Automated Teller Machine Keypads in New York City","Bik HM, Maritz JM, Luong A, Shin H, Dominguez-Bello MG, Carlton JM.","mSphere. 2016 Nov 16;1(6):e00226-16. doi: 10.1128/mSphere.00226-16. eCollection 2016 Nov-Dec.","Bik HM","mSphere","2016","2016/12/02","PMC5112336","","10.1128/mSphere.00226-16"
"25603113","Topographic diversity of the respiratory tract mycobiome and alteration in HIV and lung disease","Cui L, Lucht L, Tipton L, Rogers MB, Fitch A, Kessinger C, Camp D, Kingsley L, Leo N, Greenblatt RM, Fong S, Stone S, Dermand JC, Kleerup EC, Huang L, Morris A, Ghedin E.","Am J Respir Crit Care Med. 2015 Apr 15;191(8):932-42. doi: 10.1164/rccm.201409-1583OC.","Cui L","Am J Respir Crit Care Med","2015","2015/01/21","PMC4435454","","10.1164/rccm.201409-1583OC"
"28625991","Different Amplicon Targets for Sequencing-Based Studies of Fungal Diversity","De Filippis F, Laiola M, Blaiotta G, Ercolini D.","Appl Environ Microbiol. 2017 Aug 17;83(17):e00905-17. doi: 10.1128/AEM.00905-17. Print 2017 Sep 1.","De Filippis F","Appl Environ Microbiol","2017","2017/06/20","PMC5561290","","10.1128/AEM.00905-17"
"31660061","Variation in the microbial community contributes to the improvement of the main active compounds of Magnolia officinalis Rehd. et Wils in the process of sweating","Wu Q, Wei D, Dong L, Liu Y, Ren C, Liu Q, Chen C, Chen J, Pei J.","Chin Med. 2019 Oct 22;14:45. doi: 10.1186/s13020-019-0267-4. eCollection 2019.","Wu Q","Chin Med","2019","2019/10/30","PMC6806532","","10.1186/s13020-019-0267-4"
"31640783","Stochastic processes shape microeukaryotic community assembly in a subtropical river across wet and dry seasons","Chen W, Ren K, Isabwe A, Chen H, Liu M, Yang J.","Microbiome. 2019 Oct 22;7(1):138. doi: 10.1186/s40168-019-0749-8.","Chen W","Microbiome","2019","2019/10/24","PMC6806580","","10.1186/s40168-019-0749-8"
"30504215","Changes in the Rumen Microbiota of Cows in Response to Dietary Supplementation with Nitrate, Linseed, and Saponin Alone or in Combination","Popova M, Guyader J, Silberberg M, Seradj AR, Saro C, Bernard A, Gérard C, Martin C, Morgavi DP.","Appl Environ Microbiol. 2019 Feb 6;85(4):e02657-18. doi: 10.1128/AEM.02657-18. Print 2019 Feb 15.","Popova M","Appl Environ Microbiol","2019","2018/12/04","PMC6365829","","10.1128/AEM.02657-18"
"31985115","Tracheal microbial populations in horses with moderate asthma","Manguin E, Pépin E, Boivin R, Leclere M.","J Vet Intern Med. 2020 Mar;34(2):986-995. doi: 10.1111/jvim.15707. Epub 2020 Jan 27.","Manguin E","J Vet Intern Med","2020","2020/01/28","PMC7096658","","10.1111/jvim.15707"
"27069786","Mussel biofiltration effects on attached bacteria and unicellular eukaryotes in fish-rearing seawater","Voudanta E, Kormas KA, Monchy S, Delegrange A, Vincent D, Genitsaris S, Christaki U.","PeerJ. 2016 Mar 29;4:e1829. doi: 10.7717/peerj.1829. eCollection 2016.","Voudanta E","PeerJ","2016","2016/04/13","PMC4824906","","10.7717/peerj.1829"
"28388929","Novel soil-inhabiting clades fill gaps in the fungal tree of life","Tedersoo L, Bahram M, Puusepp R, Nilsson RH, James TY.","Microbiome. 2017 Apr 8;5(1):42. doi: 10.1186/s40168-017-0259-5.","Tedersoo L","Microbiome","2017","2017/04/09","PMC5385062","","10.1186/s40168-017-0259-5"
"30263746","Characterization of microbial community composition and pathogens risk assessment in typical Italian-style salami by high-throughput sequencing technology","Wang X, Ren H, Zhan Y.","Food Sci Biotechnol. 2017 Sep 21;27(1):241-249. doi: 10.1007/s10068-017-0200-5. eCollection 2018 Feb.","Wang X","Food Sci Biotechnol","2017","2018/09/29","PMC6049741","","10.1007/s10068-017-0200-5"
"27793828","Discordant Temporal Turnovers of Sediment Bacterial and Eukaryotic Communities in Response to Dredging: Nonresilience and Functional Changes","Zhang N, Xiao X, Pei M, Liu X, Liang Y.","Appl Environ Microbiol. 2016 Dec 15;83(1):e02526-16. doi: 10.1128/AEM.02526-16. Print 2017 Jan 1.","Zhang N","Appl Environ Microbiol","2016","2016/11/01","PMC5165113","","10.1128/AEM.02526-16"
"30565435","Dosage-dependent effects of monensin on the rumen microbiota of lactating dairy cattle","McGarvey JA, Place S, Palumbo J, Hnasko R, Mitloehner F.","Microbiologyopen. 2018 Dec 18;8(7):e783. doi: 10.1002/mbo3.783. Online ahead of print.","McGarvey JA","Microbiologyopen","2018","2018/12/20","PMC6612561","","10.1002/mbo3.783"
"28398869","The In Vitro and In Vivo Effect of Carvacrol in Preventing Campylobacter Infection, Colonization and in Improving Productivity of Chicken Broilers","Kelly C, Gundogdu O, Pircalabioru G, Cean A, Scates P, Linton M, Pinkerton L, Magowan E, Stef L, Simiz E, Pet I, Stewart S, Stabler R, Wren B, Dorrell N, Corcionivoschi N.","Foodborne Pathog Dis. 2017 Jun;14(6):341-349. doi: 10.1089/fpd.2016.2265. Epub 2017 Feb 27.","Kelly C","Foodborne Pathog Dis","2017","2017/04/12","","","10.1089/fpd.2016.2265"
"28828243","Microbial communities in the reef water at Kham Island, lower Gulf of Thailand","Somboonna N, Wilantho A, Monanunsap S, Chavanich S, Tangphatsornruang S, Tongsima S.","PeerJ. 2017 Aug 14;5:e3625. doi: 10.7717/peerj.3625. eCollection 2017.","Somboonna N","PeerJ","2017","2017/08/23","PMC5560237","","10.7717/peerj.3625"
"29242834","Novel ITS1 Fungal Primers for Characterization of the Mycobiome","Usyk M, Zolnik CP, Patel H, Levi MH, Burk RD.","mSphere. 2017 Dec 13;2(6):e00488-17. doi: 10.1128/mSphere.00488-17. eCollection 2017 Nov-Dec.","Usyk M","mSphere","2017","2017/12/16","PMC5729218","","10.1128/mSphere.00488-17"
"28540488","An 18S rRNA Workflow for Characterizing Protists in Sewage, with a Focus on Zoonotic Trichomonads","Maritz JM, Rogers KH, Rock TM, Liu N, Joseph S, Land KM, Carlton JM.","Microb Ecol. 2017 Nov;74(4):923-936. doi: 10.1007/s00248-017-0996-9. Epub 2017 May 24.","Maritz JM","Microb Ecol","2017","2017/05/26","PMC5653731","","10.1007/s00248-017-0996-9"
"31185897","Taxonomy based performance metrics for evaluating taxonomic assignment methods","Chen CY, Tang SL, Chou ST.","BMC Bioinformatics. 2019 Jun 11;20(1):310. doi: 10.1186/s12859-019-2896-0.","Chen CY","BMC Bioinformatics","2019","2019/06/13","PMC6561758","","10.1186/s12859-019-2896-0"
"30504850","Gene mutation associated with esl mediates shifts on fungal community composition in rhizosphere soil of rice at grain-filling stage","Letuma P, Arafat Y, Waqas M, Lin F, Lin W, Zhang Y, Masita M, Fan K, Li Z, Lin W.","Sci Rep. 2018 Nov 30;8(1):17521. doi: 10.1038/s41598-018-35578-y.","Letuma P","Sci Rep","2018","2018/12/04","PMC6269515","","10.1038/s41598-018-35578-y"
"29237993","Eukaryotic Microbiomes of Membrane-Attached Biofilms in Membrane Bioreactors Analyzed by High-Throughput Sequencing and Microscopic Observations","Inaba T, Hori T, Sato Y, Aoyagi T, Hanajima D, Ogata A, Habe H.","Microbes Environ. 2018 Mar 29;33(1):98-101. doi: 10.1264/jsme2.ME17112. Epub 2017 Dec 12.","Inaba T","Microbes Environ","2018","2017/12/15","PMC5877349","","10.1264/jsme2.ME17112"
"30172254","Detecting eukaryotic microbiota with single-cell sensitivity in human tissue","Lager S, de Goffau MC, Sovio U, Peacock SJ, Parkhill J, Charnock-Jones DS, Smith GCS.","Microbiome. 2018 Sep 1;6(1):151. doi: 10.1186/s40168-018-0529-x.","Lager S","Microbiome","2018","2018/09/03","PMC6119588","","10.1186/s40168-018-0529-x"
"29276502","Composition of Micro-eukaryotes on the Skin of the Cascades Frog (Rana cascadae) and Patterns of Correlation between Skin Microbes and Batrachochytrium dendrobatidis","Kueneman JG, Weiss S, McKenzie VJ.","Front Microbiol. 2017 Dec 8;8:2350. doi: 10.3389/fmicb.2017.02350. eCollection 2017.","Kueneman JG","Front Microbiol","2017","2017/12/26","PMC5727676","","10.3389/fmicb.2017.02350"
"28659582","Deciphering biodiversity and interactions between bacteria and microeukaryotes within epilithic biofilms from the Loue River, France","Zancarini A, Echenique-Subiabre I, Debroas D, Taïb N, Quiblier C, Humbert JF.","Sci Rep. 2017 Jun 28;7(1):4344. doi: 10.1038/s41598-017-04016-w.","Zancarini A","Sci Rep","2017","2017/06/30","PMC5489527","","10.1038/s41598-017-04016-w"
"27762306","Integrated analysis of bacterial and microeukaryotic communities from differentially active mud volcanoes in the Gulf of Cadiz","Coelho FJ, Louvado A, Domingues PM, Cleary DF, Ferreira M, Almeida A, Cunha MR, Cunha Â, Gomes NC.","Sci Rep. 2016 Oct 20;6:35272. doi: 10.1038/srep35272.","Coelho FJ","Sci Rep","2016","2016/10/21","PMC5071872","","10.1038/srep35272"
"23228065","Stability of a biogas-producing bacterial, archaeal and fungal community degrading food residues","Bengelsdorf FR, Gerischer U, Langer S, Zak M, Kazda M.","FEMS Microbiol Ecol. 2013 Apr;84(1):201-12. doi: 10.1111/1574-6941.12055. Epub 2012 Dec 31.","Bengelsdorf FR","FEMS Microbiol Ecol","2013","2012/12/12","","","10.1111/1574-6941.12055"
"28678844","The microbial community characteristics of ancient painted sculptures in Maijishan Grottoes, China","Duan Y, Wu F, Wang W, He D, Gu JD, Feng H, Chen T, Liu G, An L.","PLoS One. 2017 Jul 5;12(7):e0179718. doi: 10.1371/journal.pone.0179718. eCollection 2017.","Duan Y","PLoS One","2017","2017/07/06","PMC5497971","","10.1371/journal.pone.0179718"
"28081358","Microbial Diversity during Fermentation of Sweet Paste, a Chinese Traditional Seasoning, Using PCR-Denaturing Gradient Gel Electrophoresis","Mao P, Hu Y, Liao T, Wang Z, Zhao S, Liang Y, Hu Y.","J Microbiol Biotechnol. 2017 Apr 28;27(4):678-684. doi: 10.4014/jmb.1605.05011.","Mao P","J Microbiol Biotechnol","2017","2017/01/13","","","10.4014/jmb.1605.05011"
"29375803","Mosquito vector-associated microbiota: Metabarcoding bacteria and eukaryotic symbionts across habitat types in Thailand endemic for dengue and other arthropod-borne diseases","Thongsripong P, Chandler JA, Green AB, Kittayapong P, Wilcox BA, Kapan DD, Bennett SN.","Ecol Evol. 2017 Dec 27;8(2):1352-1368. doi: 10.1002/ece3.3676. eCollection 2018 Jan.","Thongsripong P","Ecol Evol","2017","2018/01/30","PMC5773340","","10.1002/ece3.3676"
"23705801","Baseline survey of the anatomical microbial ecology of an important food plant: Solanum lycopersicum (tomato)","Ottesen AR, González Peña A, White JR, Pettengill JB, Li C, Allard S, Rideout S, Allard M, Hill T, Evans P, Strain E, Musser S, Knight R, Brown E.","BMC Microbiol. 2013 May 24;13:114. doi: 10.1186/1471-2180-13-114.","Ottesen AR","BMC Microbiol","2013","2013/05/28","PMC3680157","","10.1186/1471-2180-13-114"
"29127335","Early diverging lineages within Cryptomycota and Chytridiomycota dominate the fungal communities in ice-covered lakes of the McMurdo Dry Valleys, Antarctica","Rojas-Jimenez K, Wurzbacher C, Bourne EC, Chiuchiolo A, Priscu JC, Grossart HP.","Sci Rep. 2017 Nov 10;7(1):15348. doi: 10.1038/s41598-017-15598-w.","Rojas-Jimenez K","Sci Rep","2017","2017/11/12","PMC5681503","","10.1038/s41598-017-15598-w"
"26303260","Update on epidemiology of canine babesiosis in Southern France","René-Martellet M, Moro CV, Chêne J, Bourdoiseau G, Chabanne L, Mavingui P.","BMC Vet Res. 2015 Aug 25;11:223. doi: 10.1186/s12917-015-0525-3.","René-Martellet M","BMC Vet Res","2015","2015/08/26","PMC4547427","","10.1186/s12917-015-0525-3"
"25974221","An Integrated Metagenomics/Metaproteomics Investigation of the Microbial Communities and Enzymes in Solid-state Fermentation of Pu-erh tea","Zhao M, Zhang DL, Su XQ, Duan SM, Wan JQ, Yuan WX, Liu BY, Ma Y, Pan YH.","Sci Rep. 2015 May 14;5:10117. doi: 10.1038/srep10117.","Zhao M","Sci Rep","2015","2015/05/15","PMC4431464","","10.1038/srep10117"
"24704080","Patterns of rare and abundant marine microbial eukaryotes","Logares R, Audic S, Bass D, Bittner L, Boutte C, Christen R, Claverie JM, Decelle J, Dolan JR, Dunthorn M, Edvardsen B, Gobet A, Kooistra WH, Mahé F, Not F, Ogata H, Pawlowski J, Pernice MC, Romac S, Shalchian-Tabrizi K, Simon N, Stoeck T, Santini S, Siano R, Wincker P, Zingone A, Richards TA, de Vargas C, Massana R.","Curr Biol. 2014 Apr 14;24(8):813-21. doi: 10.1016/j.cub.2014.02.050. Epub 2014 Apr 3.","Logares R","Curr Biol","2014","2014/04/08","","","10.1016/j.cub.2014.02.050"
"23555039","Plant and fungal diversity in gut microbiota as revealed by molecular and culture investigations","Gouba N, Raoult D, Drancourt M.","PLoS One. 2013;8(3):e59474. doi: 10.1371/journal.pone.0059474. Epub 2013 Mar 15.","Gouba N","PLoS One","2013","2013/04/05","PMC3598745","","10.1371/journal.pone.0059474"
"21554340","Characterization and comparison of microbial community of different typical Chinese liquor Daqus by PCR-DGGE","Wang HY, Gao YB, Fan QW, Xu Y.","Lett Appl Microbiol. 2011 Aug;53(2):134-40. doi: 10.1111/j.1472-765X.2011.03076.x. Epub 2011 May 31.","Wang HY","Lett Appl Microbiol","2011","2011/05/11","","","10.1111/j.1472-765X.2011.03076.x"
"32184759","Extending Burk Dehority's Perspectives on the Role of Ciliate Protozoa in the Rumen","Firkins JL, Yu Z, Park T, Plank JE.","Front Microbiol. 2020 Feb 28;11:123. doi: 10.3389/fmicb.2020.00123. eCollection 2020.","Firkins JL","Front Microbiol","2020","2020/03/19","PMC7058926","","10.3389/fmicb.2020.00123"
"24376598","First evidence of genetic intraspecific variability and occurrence of Entamoeba gingivalis in HIV(+)/AIDS","Cembranelli SB, Souto FO, Ferreira-Paim K, Richinho TT, Nunes PL, Nascentes GA, Ferreira TB, Correia D, Lages-Silva E.","PLoS One. 2013 Dec 20;8(12):e82864. doi: 10.1371/journal.pone.0082864. eCollection 2013.","Cembranelli SB","PLoS One","2013","2013/12/31","PMC3869735","","10.1371/journal.pone.0082864"
"26494241","The rumen microbial metagenome associated with high methane production in cattle","Wallace RJ, Rooke JA, McKain N, Duthie CA, Hyslop JJ, Ross DW, Waterhouse A, Watson M, Roehe R.","BMC Genomics. 2015 Oct 23;16:839. doi: 10.1186/s12864-015-2032-0.","Wallace RJ","BMC Genomics","2015","2015/10/24","PMC4619255","","10.1186/s12864-015-2032-0"
"24712542","Microbial community structure during fluoranthene degradation in the presence of plants","Storey S, Ashaari MM, McCabe G, Harty M, Dempsey R, Doyle O, Clipson N, Doyle EM.","J Appl Microbiol. 2014 Jul;117(1):74-84. doi: 10.1111/jam.12518. Epub 2014 Apr 29.","Storey S","J Appl Microbiol","2014","2014/04/10","","","10.1111/jam.12518"
"31808296","Characterization and discrimination of microbial community and co-occurrence patterns in fresh and strong flavor style flue-cured tobacco leaves","Zhang Q, Geng Z, Li D, Ding Z.","Microbiologyopen. 2020 Feb;9(2):e965. doi: 10.1002/mbo3.965. Epub 2019 Dec 5.","Zhang Q","Microbiologyopen","2020","2019/12/07","PMC7002102","","10.1002/mbo3.965"
"23136846","FungiQuant: a broad-coverage fungal quantitative real-time PCR assay","Liu CM, Kachur S, Dwan MG, Abraham AG, Aziz M, Hsueh PR, Huang YT, Busch JD, Lamit LJ, Gehring CA, Keim P, Price LB.","BMC Microbiol. 2012 Nov 8;12:255. doi: 10.1186/1471-2180-12-255.","Liu CM","BMC Microbiol","2012","2012/11/10","PMC3565980","","10.1186/1471-2180-12-255"
"29429011","A new subtype of Entamoeba gingivalis: ""E. gingivalis ST2, kamaktli variant""","García G, Ramos F, Martínez-Hernández F, Hernández L, Yáñez J, Gaytán P.","Parasitol Res. 2018 Apr;117(4):1277-1284. doi: 10.1007/s00436-018-5798-6. Epub 2018 Feb 10.","García G","Parasitol Res","2018","2018/02/12","PMC5978907","","10.1007/s00436-018-5798-6"
"24658360","Community structure and activity of a highly dynamic and nutrient-limited hypersaline microbial mat in Um Alhool Sabkha, Qatar","Al-Thani R, Al-Najjar MA, Al-Raei AM, Ferdelman T, Thang NM, Al Shaikh I, Al-Ansi M, de Beer D.","PLoS One. 2014 Mar 21;9(3):e92405. doi: 10.1371/journal.pone.0092405. eCollection 2014.","Al-Thani R","PLoS One","2014","2014/03/25","PMC3962408","","10.1371/journal.pone.0092405"
"23007708","Association between Trichomonas vaginalis and vaginal bacterial community composition among reproductive-age women","Brotman RM, Bradford LL, Conrad M, Gajer P, Ault K, Peralta L, Forney LJ, Carlton JM, Abdo Z, Ravel J.","Sex Transm Dis. 2012 Oct;39(10):807-12. doi: 10.1097/OLQ.0b013e3182631c79.","Brotman RM","Sex Transm Dis","2012","2012/09/26","PMC3458234","NIHMS391990","10.1097/OLQ.0b013e3182631c79"
"22242889","Community structure of bacteria and fungi in aerosols of a pig confinement building","Kristiansen A, Saunders AM, Hansen AA, Nielsen PH, Nielsen JL.","FEMS Microbiol Ecol. 2012 May;80(2):390-401. doi: 10.1111/j.1574-6941.2012.01305.x. Epub 2012 Feb 2.","Kristiansen A","FEMS Microbiol Ecol","2012","2012/01/17","","","10.1111/j.1574-6941.2012.01305.x"
"24971580","Selecting microbial strains from pine tree resin: biotechnological applications from a terpene world","Vilanova C, Marín M, Baixeras J, Latorre A, Porcar M.","PLoS One. 2014 Jun 27;9(6):e100740. doi: 10.1371/journal.pone.0100740. eCollection 2014.","Vilanova C","PLoS One","2014","2014/06/28","PMC4074100","","10.1371/journal.pone.0100740"
